ALPHA_RANK,Symbol,Sector,Industry,MarketCap,ALPHA_SCORE,Momentum,Sharpe,RS_30D,RS_60D,RS_ACCELERATION,VOL_ADJ_RS,SECTOR_SCORE,SECTOR_RANK,FACTOR_MOMENTUM,FACTOR_SHARPE,FACTOR_ALPHA,RS_COMPOSITE,FACTOR_RS,FACTOR_LOW_VOL,FACTOR_SECTOR,MULTI_FACTOR_SCORE,FACTOR_RANK
2030,KRSNAA,Healthcare,Diagnostics & Research,17568784384,-0.4734,-5.872,-18.07,-6.31,-5.58,4.54,-20.43,11.7,2,12.51,10.25,20.65,-2.45,12.63,25.42,92.14,23.48,2079
2036,TCIEXP,Industrials,Integrated Freight & Logistics,19111528448,-0.4791,-3.85,-6.16,-6.25,-2.25,2.52,-17.11,9.47,5,15.6,17.17,20.41,-1.9933333333333334,14.24,22.31,75.56,23.43,2080
2010,IL&FSTRANS,Industrials,Infrastructure Operations,763187264,-0.4622,-3.136,-4.27,-5.11,-1.82,-0.71,-11.99,9.47,5,17.21,19.05,21.43,-2.546666666666667,12.2,17.34,75.56,23.39,2081
2229,JSWHL,Industrials,Conglomerates,142981169152,-0.6242,-8.824,-40.59,2.66,-16.48,1.62,6.55,9.47,5,8.17,3.01,12.85,-4.066666666666666,8.02,89.17,75.56,23.37,2082
2020,CROWN,Industrials,Rental & Leasing Services,1227721600,-0.4667,-2.978,-0.86,-6.65,-0.53,-2.43,-10.8,9.47,5,17.48,22.49,21.04,-3.2033333333333336,10.17,15.82,75.56,23.3,2083
2097,GREENPANEL,Basic Materials,Lumber & Wood Production,22243383296,-0.5231,-5.5200000000000005,-6.98,-9.57,-2.82,12.88,-23.69,8.42,6,12.75,16.7,18.03,0.1633333333333334,24.91,27.69,59.82,23.29,2084
2157,HCLTECH,Technology,Information Technology Services,3233525268480,-0.5632,-8.946,-18.04,-14.46,-5.27,16.26,-49.5,11.7,3,8.06,10.4,15.68,-1.1566666666666663,17.6,34.45,92.14,23.27,2085
2170,BAJFINANCE,Financial Services,Credit Services,5528003018752,-0.5739,-1.3040000000000005,-11.87,2.35,-3.74,-1.83,7.46,4.49,11,21.51,13.41,15.17,-1.0733333333333335,17.99,87.95,7.18,23.22,2086
2040,UMIYA-MRO,Real Estate,Real Estate - Development,1628550016,-0.4815,0.5840000000000001,7.89,-3.94,3.6,2.81,-8.64,4.83,10,26.4,29.88,20.24,0.8233333333333334,28.78,13.06,13.12,23.2,2087
2198,DBCORP,Communication Services,Publishing,36485156864,-0.592,-0.7599999999999999,-7.59,1.76,-2.44,-2.91,5.47,3.68,12,22.68,16.35,14.08,-1.1966666666666665,17.25,90.73,1.41,23.17,2088
2144,CUB,Financial Services,Banks - Regional,188819275776,-0.5535,-1.0799999999999996,-11.85,4.29,-4.66,-2.52,10.9,4.49,11,21.9,13.45,16.19,-0.9633333333333334,18.54,82.75,7.18,23.15,2089
2088,TCS,Technology,Information Technology Services,8312193548288,-0.5175,-6.577999999999999,-22.3,-7.79,-5.77,6.62,-30.1,11.7,3,11.38,8.35,18.38,-2.313333333333333,13.02,31.76,92.14,23.12,2090
2053,BLS,Industrials,Specialty Business Services,107821891584,-0.4921,-5.046,-5.25,-8.55,-2.71,6.11,-16.56,9.47,5,13.36,18.07,19.75,-1.716666666666667,15.21,21.86,75.56,23.1,2091
2063,TECHNOE,Industrials,Engineering & Construction,122486710272,-0.5002,-2.386,1.58,-7.09,0.75,-9.15,-14.97,9.47,5,18.85,24.56,19.38,-5.163333333333333,5.79,20.36,75.56,23.05,2092
2152,DABUR,Consumer Defensive,Household & Personal Products,753220190208,-0.5594,-2.3640000000000003,-30.1,5.31,-7.48,-5.63,21.37,6.87,7,18.93,5.71,15.88,-2.6,12.03,70.2,49.8,23.02,2093
2127,TIL,Industrials,Farm & Heavy Construction Machinery,14709541888,-0.5423,-7.732,-5.19,-14.53,-3.2,15.09,-23.58,9.47,5,9.93,18.19,16.86,-0.8800000000000002,18.73,27.53,75.56,22.98,2094
2186,RUSHIL,Consumer Cyclical,"Furnishings, Fixtures & Appliances",4374844928,-0.5855,-2.642,-17.44,5.71,-8.21,-6.35,12.13,5.4,8,18.15,10.68,14.55,-2.9500000000000006,10.6,80.9,38.54,22.93,2095
2077,CDSL,Financial Services,Capital Markets,253955899392,-0.509,-0.8580000000000003,4.19,-4.41,1.51,8.62,-12.25,4.49,11,22.33,26.71,18.81,1.9066666666666663,36.14,17.79,7.18,22.9,2096
2119,THEJO,Industrials,Specialty Industrial Machinery,16818759680,-0.536,-5.244,-6.64,-9.87,-2.16,5.7,-30.35,9.47,5,12.98,16.86,17.17,-2.11,13.69,31.85,75.56,22.9,2097
2037,SPCL,Unknown,Unknown,7894292992,-0.4797,-0.2480000000000002,3.14,-3.47,1.9,4.6,-5.74,5.29,9,24.01,25.69,20.38,1.0099999999999998,29.76,9.19,22.51,22.87,2098
2196,CHOLAFIN,Financial Services,Credit Services,1272609374208,-0.5911,-2.276,-14.16,2.05,-5.16,0.66,5.63,4.49,11,19.16,12.2,14.14,-0.8166666666666668,19.3,90.46,7.18,22.82,2099
2289,PGHH,Consumer Defensive,Household & Personal Products,306559188992,-0.6843,-5.114000000000001,-39.32,0.31,-8.73,0.05,1.4,6.87,7,13.26,3.29,10.52,-2.7899999999999996,11.15,97.75,49.8,22.76,2100
2081,PIIND,Basic Materials,Agricultural Inputs,409993183232,-0.5115,-4.21,-9.86,-6.13,-2.93,7.85,-20.63,8.42,6,15.02,14.41,18.65,-0.4033333333333336,21.59,25.54,59.82,22.68,2101
2080,GEEKAYWIRE,Industrials,Electrical Equipment & Parts,2284807168,-0.511,-5.196,-4.81,-9.36,-2.42,4.9,-18.62,9.47,5,13.1,18.54,18.69,-2.293333333333333,13.08,23.88,75.56,22.63,2102
2033,NIRMAN,Unknown,Unknown,3330022912,-0.4758,-0.258,1.96,-2.4,1.17,4.32,-4.03,5.29,9,23.97,24.87,20.53,1.03,29.92,7.27,22.51,22.62,2103
2084,SUPREMEIND,Industrials,Building Products & Equipment,447416860672,-0.5128,-5.002000000000001,-19.58,-4.66,-5.23,7.51,-17.45,9.47,5,13.41,9.64,18.54,-0.7933333333333336,19.44,22.72,75.56,22.48,2104
2220,LANDMARK,Consumer Cyclical,Auto & Truck Dealerships,15501658112,-0.6121,-5.582,-3.03,-11.87,-1.39,18.23,-25.86,5.4,8,12.71,20.22,13.22,1.656666666666667,34.06,29.25,38.54,22.47,2105
2064,LAMBODHARA,Consumer Cyclical,Textile Manufacturing,1228085120,-0.5007,-0.416,1.94,-2.48,0.96,0.81,-5.02,5.4,8,23.54,24.76,19.32,-0.23666666666666666,22.49,8.45,38.54,22.45,2106
2014,NSIL,Financial Services,Asset Management,28759945216,-0.4636,0.916,6.87,-0.86,2.1,2.2,-2.82,4.49,11,27.24,28.9,21.27,1.1466666666666667,30.5,5.12,7.18,22.43,2107
2086,SSWL,Consumer Cyclical,Auto Parts,30884702208,-0.5138,-0.446,3.61,-3.32,1.47,-0.38,-8.15,5.4,8,23.46,26.01,18.46,-0.7433333333333333,19.79,12.26,38.54,22.25,2108
2145,TIMETECHNO,Consumer Cyclical,Packaging & Containers,84865794048,-0.554,-2.4260000000000006,0.08,-6.11,0.03,6.66,-15.82,5.4,8,18.69,23.39,16.15,0.19333333333333336,25.03,21.0,38.54,22.24,2109
2149,BSOFT,Technology,Information Technology Services,91615600640,-0.5557,-9.632,-16.45,-13.52,-7.04,13.35,-31.6,11.7,3,7.59,11.18,16.0,-2.403333333333333,12.79,32.34,92.14,22.2,2110
2184,ZYDUSWELL,Consumer Defensive,Packaged Foods,157296951296,-0.5844,-4.784000000000001,-4.69,-9.74,-1.48,11.08,-30.84,6.87,7,14.04,18.71,14.65,-0.046666666666666856,23.58,32.15,49.8,22.19,2111
2109,SUVIDHAA,Technology,Information Technology Services,574501888,-0.5304,-7.686,-8.27,-12.6,-4.41,3.45,-23.64,11.7,3,10.01,15.84,17.56,-4.52,7.16,27.61,92.14,22.17,2112
2211,RAMASTEEL,Basic Materials,Steel,8605576192,-0.6027,-9.134,-29.6,5.2,-18.69,1.67,8.23,8.42,6,7.86,5.91,13.57,-3.940000000000001,8.29,86.47,59.82,22.14,2113
2099,HILINFRA,Industrials,Infrastructure Operations,3469126912,-0.5244,-6.428,-11.91,-8.18,-5.26,9.57,-18.52,9.47,5,11.54,13.38,17.95,-1.2899999999999998,16.82,23.76,75.56,22.1,2114
2153,AXITA,Consumer Cyclical,Textile Manufacturing,3033187840,-0.5596,-3.228,-3.84,-5.82,-1.5,10.08,-14.9,5.4,8,16.95,19.48,15.84,0.9199999999999999,29.33,20.26,38.54,22.02,2115
2000,JKCEMENT,Basic Materials,Building Materials,401060855808,-0.4573,-1.508,-3.17,-2.06,-1.14,-4.29,-5.73,8.42,6,20.77,20.1,21.82,-2.4966666666666666,12.4,9.15,59.82,22.0,2116
2096,MANGLMCEM,Basic Materials,Building Materials,22844753920,-0.5226,-4.33,-8.41,-6.58,-2.83,5.96,-19.56,8.42,6,14.84,15.64,18.07,-1.1500000000000001,17.68,24.87,59.82,21.84,2117
2085,ANTGRAPHIC,Consumer Cyclical,Packaging & Containers,125557776,-0.5137,-0.0800000000000003,3.89,-3.08,1.92,-2.31,-6.24,5.4,8,24.52,26.4,18.5,-1.1566666666666667,17.56,9.82,38.54,21.84,2118
2073,TEAMGTY,Financial Services,Asset Management,2259528704,-0.5037,0.3419999999999998,6.41,-4.11,3.31,3.19,-7.96,4.49,11,25.73,28.49,18.97,0.7966666666666665,28.59,11.93,7.18,21.79,2119
2095,BLACKBUCK,Technology,Software - Application,93496844288,-0.5225,-8.276,-18.9,-8.84,-7.9,8.02,-21.15,11.7,3,9.05,9.86,18.11,-2.9066666666666676,10.79,26.01,92.14,21.79,2120
2118,ROHLTD,Consumer Cyclical,Lodging,9239555072,-0.5353,-1.94,-1.16,-4.1,-0.5,5.0,-9.48,5.4,8,19.81,22.12,17.21,0.13333333333333344,24.58,14.25,38.54,21.78,2121
2003,PRABHA,Energy,Oil & Gas E&P,23155568640,-0.4591,-3.228,-9.49,-1.2,-4.58,-5.41,-2.49,9.82,4,16.95,14.78,21.71,-3.7300000000000004,8.92,4.46,85.04,21.77,2122
2074,VIKASECO,Basic Materials,Specialty Chemicals,2263943680,-0.5043,-5.16,-8.29,-6.45,-4.3,9.28,-12.44,8.42,6,13.22,15.78,18.93,-0.4900000000000002,21.0,18.03,59.82,21.73,2123
2223,INVENTURE,Financial Services,Capital Markets,1018500032,-0.616,-2.6,-12.61,1.84,-5.56,-2.42,4.17,4.49,11,18.3,12.83,13.1,-2.0466666666666664,14.04,93.16,7.18,21.7,2124
2251,AUTOAXLES,Consumer Cyclical,Auto Parts,26139174912,-0.6514,-3.976,-23.39,3.11,-8.7,-4.57,8.36,5.4,8,15.41,7.98,12.01,-3.3866666666666667,9.58,86.31,38.54,21.68,2125
2126,HITECHGEAR,Consumer Cyclical,Auto Parts,10910917632,-0.5416,-1.69,-0.98,-3.73,-0.33,3.16,-11.09,5.4,8,20.45,22.41,16.89,-0.2999999999999998,22.12,16.46,38.54,21.6,2126
2313,RAJESHEXPO,Consumer Cyclical,Luxury Goods,33193125888,-0.7071,-9.276,-27.81,0.63,-15.88,10.06,1.1,5.4,8,7.74,6.34,9.58,-1.7299999999999998,15.13,98.18,38.54,21.59,2127
2168,SARDAEN,Unknown,Unknown,0,-0.5727,-1.4160000000000004,11.4,-9.69,4.1,1.19,-26.95,5.29,9,21.0,34.06,15.25,-1.4666666666666668,15.94,30.13,22.51,21.57,2128
2042,CPEDU,Consumer Defensive,Education & Training Services,3340405760,-0.4836,-2.632,-6.25,-1.6,-3.32,4.92,-3.01,6.87,7,18.19,17.05,20.18,0.0,24.03,5.46,49.8,21.57,2129
2121,JISLJALEQS,Industrials,Conglomerates,21433169920,-0.5377,-7.569999999999999,-13.31,-8.77,-6.77,12.24,-17.24,9.47,5,10.13,12.51,17.09,-1.0999999999999996,17.91,22.51,75.56,21.56,2130
2024,AJOONI,Consumer Defensive,Packaged Foods,701031488,-0.4694,-1.732,-5.54,-0.46,-2.58,2.14,-0.99,6.87,7,20.41,17.79,20.88,-0.3,22.06,1.64,49.8,21.53,2131
2083,MVKAGRO,Unknown,Unknown,885253504,-0.5123,-1.788,-0.76,-3.87,-0.4,7.59,-7.39,5.29,9,20.34,22.55,18.58,1.1066666666666665,30.23,11.18,22.51,21.51,2132
2018,SHREEKARNI,Unknown,Unknown,5516160000,-0.4664,1.5479999999999998,5.38,-0.27,2.76,-4.97,-0.53,5.29,9,29.49,27.45,21.1,-0.8266666666666667,19.24,0.94,22.51,21.48,2133
2189,SAPPHIRE,Unknown,Unknown,0,-0.5863,-2.7860000000000005,-16.13,6.01,-8.65,-6.36,11.21,5.29,9,17.91,11.34,14.43,-3.0,10.48,82.36,22.51,21.47,2134
2092,ASHOKA,Industrials,Engineering & Construction,34200512512,-0.5202,-5.174,-8.84,-7.1,-3.89,2.82,-16.14,9.47,5,13.18,15.33,18.24,-2.723333333333333,11.34,21.39,75.56,21.46,2135
2292,REMSONSIND,Consumer Cyclical,Auto Parts,3232928512,-0.6857,-4.896,-17.52,1.74,-9.32,-7.81,3.27,5.4,8,13.53,10.6,10.4,-5.13,5.91,94.76,38.54,21.41,2136
2045,MAL,Unknown,Unknown,1018294528,-0.4871,-0.1119999999999999,1.59,-1.66,0.92,1.34,-2.87,5.29,9,24.4,24.6,20.06,0.20000000000000007,25.11,5.28,22.51,21.39,2137
2046,IRFC,Financial Services,Credit Services,1258105077760,-0.4872,0.6499999999999999,5.54,-1.36,1.99,1.14,-3.79,4.49,11,26.48,27.65,20.02,0.59,27.41,7.0,7.18,21.35,2138
2257,BAJAJFINSV,Financial Services,Financial Conglomerates,2811616296960,-0.662,-3.278,-23.8,0.52,-5.81,1.73,2.13,4.49,11,16.82,7.9,11.75,-1.1866666666666663,17.29,96.48,7.18,21.31,2139
1972,INDIACEM,Basic Materials,Building Materials,179337281536,-0.4453,-1.384,-5.63,-0.22,-2.16,-4.64,-0.57,8.42,6,21.24,17.64,22.92,-2.34,12.98,1.02,59.82,21.3,2140
2308,BLUECHIP,Financial Services,Capital Markets,128859104,-0.7016,-4.856,-38.77,0.7,-8.56,9.37,3.17,4.49,11,13.73,3.52,9.78,0.503333333333333,26.83,94.84,7.18,21.28,2141
2047,DOLLEX,Unknown,Unknown,989311360,-0.4875,-0.028,1.81,-1.33,0.84,0.52,-2.86,5.29,9,24.76,24.68,19.98,0.009999999999999972,24.13,5.24,22.51,21.25,2142
2214,MUTHOOTCAP,Financial Services,Credit Services,3259571968,-0.6055,-2.4159999999999995,-14.87,3.56,-6.4,-2.92,8.27,4.49,11,18.73,11.93,13.43,-1.92,14.63,86.39,7.18,21.18,2143
2101,BIRLANU,Industrials,Building Products & Equipment,9929856000,-0.5247,-5.948,-9.55,-7.43,-4.96,4.85,-14.31,9.47,5,12.4,14.63,17.87,-2.5133333333333336,12.32,19.83,75.56,21.14,2144
2194,ACI,Basic Materials,Chemicals,66081103872,-0.5893,-6.656,-10.48,-11.12,-3.68,12.23,-31.66,8.42,6,11.26,14.12,14.24,-0.8566666666666661,18.97,32.38,59.82,20.94,2145
2129,PROSTARM,Industrials,Electrical Equipment & Parts,8044624384,-0.5439,-4.180000000000001,-3.68,-7.69,-1.84,-6.24,-15.39,9.47,5,15.06,19.75,16.78,-5.256666666666667,5.63,20.61,75.56,20.91,2146
2242,TIRUPATI,Unknown,Unknown,7577269760,-0.6343,-2.9039999999999995,-18.12,2.91,-6.78,-7.47,7.78,5.29,9,17.76,10.21,12.36,-3.78,8.8,87.21,22.51,20.9,2147
2021,IGCL,Basic Materials,Agricultural Inputs,3746021888,-0.4669,-1.938,-5.21,-1.47,-2.25,-4.37,-3.4,8.42,6,19.87,18.15,21.0,-2.6966666666666668,11.52,6.32,59.82,20.86,2148
2202,TARC,Real Estate,Real Estate - Development,38811070464,-0.5956,-2.088,-15.51,5.28,-7.0,-6.76,11.7,4.83,10,19.67,11.65,13.92,-2.8266666666666667,10.95,81.58,13.12,20.82,2149
2102,MAGNUM,Basic Materials,Paper & Paper Products,1370962944,-0.5251,-4.74,-5.24,-7.47,-2.92,4.51,-13.4,8.42,6,14.35,18.11,17.83,-1.9600000000000002,14.39,18.81,59.82,20.79,2150
2062,MIDWESTLTD,Basic Materials,Building Materials,44116197376,-0.5002,-2.1900000000000004,-1.31,-4.32,-0.77,-6.75,-7.36,8.42,6,19.44,21.94,19.38,-3.9466666666666668,8.25,11.15,59.82,20.77,2151
2143,PULZ,Unknown,Unknown,2282207232,-0.5516,-4.0120000000000005,-6.0,-5.41,-3.08,14.09,-10.54,5.29,9,15.33,17.34,16.23,1.8666666666666665,36.02,15.64,22.51,20.74,2152
2082,AAATECH,Unknown,Unknown,0,-0.5118,-1.39,-1.8,-2.29,-0.79,4.83,-5.22,5.29,9,21.12,21.59,18.62,0.5833333333333334,27.3,8.56,22.51,20.68,2153
2458,GSTL,Unknown,Unknown,700534400,-0.9557,-20.608,-22.79,-35.14,-10.92,62.32,-73.35,5.29,9,1.84,8.21,3.91,5.419999999999999,61.17,35.2,22.51,20.58,2154
2180,RAJOOENG,Industrials,Specialty Industrial Machinery,9657399296,-0.5832,-8.748000000000001,-9.85,-12.99,-5.92,12.74,-21.61,9.47,5,8.37,14.47,14.78,-2.0566666666666666,13.96,26.44,75.56,20.53,2155
2161,LCCINFOTEC,Consumer Defensive,Education & Training Services,704720128,-0.566,-3.578,0.38,-9.29,0.23,3.12,-15.22,6.87,7,16.11,23.5,15.53,-1.9799999999999995,14.31,20.53,49.8,20.53,2156
2172,SINTERCOM,Consumer Cyclical,Auto Parts,1960531712,-0.5771,-2.3,1.95,-7.31,1.04,2.66,-13.72,5.4,8,19.01,24.81,15.1,-1.2033333333333331,17.19,19.16,38.54,20.51,2157
2245,ZODIACLOTH,Consumer Cyclical,Apparel Manufacturing,2074736384,-0.6425,-4.784000000000001,-4.69,-9.74,-1.48,11.08,-30.84,5.4,8,14.04,18.71,12.24,-0.046666666666666856,23.58,32.15,38.54,20.46,2158
2177,AHLADA,Industrials,Building Products & Equipment,518261312,-0.5793,-8.786,-11.54,-11.81,-6.77,12.78,-20.12,9.47,5,8.21,13.73,14.9,-1.933333333333333,14.59,25.26,75.56,20.43,2159
2132,POKARNA,Industrials,Building Products & Equipment,25165946880,-0.5451,-6.93,-9.8,-8.61,-5.81,6.32,-14.52,9.47,5,11.11,14.51,16.66,-2.6999999999999993,11.46,19.95,75.56,20.4,2160
2146,EIHOTEL,Consumer Cyclical,Lodging,180573896704,-0.5543,-0.904,2.12,-3.25,0.66,-3.62,-10.43,5.4,8,22.14,25.17,16.11,-2.07,13.86,15.41,38.54,20.4,2161
2059,PSB,Financial Services,Banks - Regional,168307277824,-0.4981,0.0839999999999999,1.87,-0.78,0.66,2.46,-2.21,4.49,11,25.07,24.72,19.52,0.7799999999999999,28.29,4.07,7.18,20.38,2162
2058,ELIN,Industrials,Electrical Equipment & Parts,5520208896,-0.4978,-4.656,-11.58,-2.88,-5.84,-0.92,-5.71,9.47,5,14.39,13.69,19.55,-3.213333333333333,10.09,9.11,75.56,20.31,2163
2160,PRUDMOULI,Consumer Defensive,Confectioners,507323936,-0.5646,-4.136,-2.74,-8.09,-1.5,5.41,-14.77,6.87,7,15.1,20.57,15.57,-1.3933333333333333,16.15,20.12,49.8,20.22,2164
2079,DOLLAR,Consumer Cyclical,Apparel Manufacturing,14939025408,-0.5099,-0.12,-0.2,-0.15,-0.1,-3.82,-0.3,5.4,8,24.33,23.03,18.73,-1.3566666666666667,16.39,0.61,38.54,20.2,2165
2111,SADBHIN,Industrials,Engineering & Construction,1021453184,-0.5312,-7.075999999999999,-15.7,-5.27,-8.28,7.56,-9.99,9.47,5,10.95,11.54,17.48,-1.9966666666666664,14.2,14.86,75.56,20.17,2166
2213,JUNIPER,Consumer Cyclical,Lodging,43278938112,-0.6049,-3.5860000000000003,-2.35,-7.6,-0.91,6.67,-19.63,5.4,8,16.07,21.0,13.49,-0.6133333333333333,20.38,24.95,38.54,20.16,2167
2282,HOMEFIRST,Financial Services,Mortgage Finance,112407764992,-0.6806,-4.436,-18.19,0.34,-7.62,-0.56,0.81,4.49,11,14.67,10.17,10.79,-2.6133333333333333,11.85,98.79,7.18,20.12,2168
2200,KARURVYSYA,Financial Services,Banks - Regional,276742995968,-0.5941,-1.8720000000000003,-18.05,6.18,-7.24,-5.5,15.41,4.49,11,20.06,10.31,14.0,-2.186666666666667,13.45,76.54,7.18,20.12,2169
2061,SUNDARAM,Basic Materials,Paper & Paper Products,649212544,-0.4991,-3.718,-9.75,-2.77,-4.35,1.07,-6.21,8.42,6,15.8,14.55,19.44,-2.016666666666666,14.16,9.78,59.82,19.99,2170
2173,DKEGL,Unknown,Unknown,585624000,-0.5777,-1.3720000000000003,7.27,-10.36,4.62,1.3,-16.29,5.29,9,21.27,29.33,15.06,-1.4799999999999998,15.84,21.51,22.51,19.99,2171
2164,DOLATALGO,Financial Services,Capital Markets,12921919488,-0.5687,-0.5700000000000007,9.57,-7.44,4.01,0.42,-17.75,4.49,11,23.0,31.7,15.43,-1.0033333333333336,18.46,23.07,7.18,19.93,2172
2268,DHUNINV,Financial Services,Capital Markets,5065230848,-0.6677,-4.086,-16.4,1.44,-7.77,-2.57,3.04,4.49,11,15.25,11.22,11.34,-2.966666666666667,10.52,95.05,7.18,19.9,2173
2137,GENCON,Industrials,Engineering & Construction,2253805056,-0.5474,-7.682,-16.93,-5.96,-8.83,8.85,-11.43,9.47,5,10.05,10.99,16.46,-1.9799999999999998,14.27,16.82,75.56,19.87,2174
2243,PRITI,Consumer Cyclical,"Furnishings, Fixtures & Appliances",574860800,-0.6348,-5.046,-0.5,-12.18,-0.29,11.02,-20.87,5.4,8,13.36,22.8,12.32,-0.4833333333333331,21.08,25.83,38.54,19.82,2175
2141,JITFINFRA,Industrials,Engineering & Construction,8159641600,-0.5508,-9.11,-19.94,-5.84,-11.29,14.02,-10.31,9.47,5,7.9,9.39,16.31,-1.0366666666666664,18.38,15.1,75.56,19.81,2176
2139,EMMBI,Consumer Cyclical,Packaging & Containers,1620991104,-0.5499,-2.23,-5.59,-2.29,-2.19,3.56,-5.84,5.4,8,19.36,17.74,16.39,-0.3066666666666668,21.98,9.27,38.54,19.81,2177
2131,SKFINDUS,Industrials,Tools & Accessories,106118586368,-0.545,-6.182,-22.69,-3.62,-7.89,5.42,-10.41,9.47,5,12.08,8.29,16.7,-2.03,14.12,15.29,75.56,19.74,2178
2166,UNIECOM,Technology,Software - Application,9607296000,-0.572,-10.978,-24.27,-8.92,-12.35,11.32,-17.53,11.7,3,6.34,7.74,15.33,-3.3166666666666664,9.82,22.9,92.14,19.73,2179
2142,DECCANCE,Basic Materials,Building Materials,8423409664,-0.5514,-5.984,-15.12,-5.63,-6.22,8.35,-13.69,8.42,6,12.36,11.81,16.27,-1.1666666666666667,17.48,19.12,59.82,19.7,2180
2134,RACLGEAR,Consumer Cyclical,Auto Parts,14978427904,-0.5457,-1.1,0.03,-2.78,0.02,-2.37,-4.41,5.4,8,21.82,23.31,16.58,-1.71,15.29,7.68,38.54,19.69,2181
2115,EMKAY,Financial Services,Capital Markets,5940525568,-0.5345,-0.536,3.02,-3.98,1.76,2.96,-6.82,4.49,11,23.19,25.58,17.32,0.24666666666666673,25.38,10.75,7.18,19.68,2182
2207,KEC,Industrials,Engineering & Construction,132567597056,-0.5997,-8.778,-20.34,-9.06,-8.59,12.32,-21.45,9.47,5,8.25,9.17,13.73,-1.7766666666666662,15.02,26.24,75.56,19.64,2183
2117,STEELCITY,Financial Services,Capital Markets,1170648704,-0.5352,-0.6160000000000001,2.07,-2.41,0.58,2.26,-8.61,4.49,11,22.88,25.05,17.25,0.14333333333333323,24.68,13.02,7.18,19.6,2184
2140,BAIDFIN,Financial Services,Credit Services,1644911744,-0.5502,-1.362,1.97,-5.01,1.07,5.46,-9.21,4.49,11,21.31,24.91,16.35,0.5066666666666668,26.87,13.81,7.18,19.56,2185
2222,TRANSRAILL,Industrials,Engineering & Construction,65120886784,-0.6157,-8.248,-13.21,-11.68,-5.96,8.02,-25.89,9.47,5,9.15,12.59,13.14,-3.206666666666667,10.13,29.29,75.56,19.52,2186
2110,MOSERVICE,Unknown,Unknown,0,-0.5309,-1.0459999999999998,-5.06,-1.19,-0.95,2.01,-6.34,5.29,9,21.94,18.26,17.52,-0.0433333333333333,23.76,9.89,22.51,19.5,2187
2178,SUBROS,Consumer Cyclical,Auto Parts,46327169024,-0.5805,-3.1580000000000004,-6.18,-4.25,-2.43,5.53,-10.8,5.4,8,17.17,17.13,14.86,-0.38333333333333314,21.71,15.82,38.54,19.5,2188
2241,ABAN,Energy,Oil & Gas Drilling,942599936,-0.634,-9.342,-14.43,-12.45,-7.27,7.91,-24.71,9.82,4,7.67,12.08,12.4,-3.936666666666666,8.33,28.71,85.04,19.49,2189
2068,CANFINHOME,Financial Services,Mortgage Finance,111456657408,-0.5021,0.482,3.65,-0.4,1.07,-1.02,-1.36,4.49,11,25.93,26.09,19.16,-0.11666666666666665,23.11,2.27,7.18,19.46,2190
2264,VR,Unknown,Unknown,1598400000,-0.6655,-7.102,-1.25,-16.6,-0.77,20.11,-26.94,5.29,9,10.77,22.02,11.5,0.9133333333333328,29.25,30.07,22.51,19.44,2191
2103,DELAPLEX,Unknown,Unknown,2451501056,-0.5266,2.06,7.51,-1.54,4.46,-14.68,-2.59,5.29,9,30.62,29.49,17.79,-3.92,8.41,4.73,22.51,19.4,2192
2150,CLSL,Unknown,Unknown,828718976,-0.5566,-3.21,-5.33,-4.29,-2.49,8.98,-9.18,5.29,9,17.01,18.03,15.96,0.7333333333333334,28.08,13.73,22.51,19.34,2193
2192,TVSHLTD,Consumer Cyclical,Auto Parts,271231582208,-0.5885,-3.042,-8.24,-3.72,-2.59,4.91,-11.83,5.4,8,17.44,15.88,14.31,-0.4666666666666668,21.12,17.09,38.54,19.24,2194
2188,KRITI,Industrials,Building Products & Equipment,3934283520,-0.5862,-9.706,-12.32,-10.81,-8.97,12.63,-14.85,9.47,5,7.51,13.1,14.47,-2.3833333333333333,12.83,20.18,75.56,19.22,2195
2125,ARIHANTACA,Unknown,Unknown,878306752,-0.5415,-1.84,-2.6,-2.92,-1.12,3.37,-6.77,5.29,9,20.18,20.81,16.93,-0.2233333333333333,22.62,10.56,22.51,19.22,2196
2231,VINNY,Consumer Cyclical,Textile Manufacturing,507118848,-0.6251,-3.654,0.97,-9.96,0.55,4.14,-17.6,5.4,8,15.96,23.97,12.79,-1.7566666666666668,15.06,23.03,38.54,19.15,2197
2199,SHIVAMAUTO,Consumer Cyclical,Auto Parts,2371286528,-0.5927,-3.676,-3.49,-6.25,-1.96,5.99,-11.12,5.4,8,15.88,19.87,14.04,-0.7400000000000002,19.87,16.52,38.54,19.15,2198
2054,HISARMETAL,Basic Materials,Steel,778571968,-0.4935,-3.342,-12.23,-0.72,-5.09,-1.04,-1.73,8.42,6,16.7,13.14,19.71,-2.283333333333333,13.14,2.89,59.82,19.14,2199
2138,AXISBANK,Financial Services,Banks - Regional,3967961268224,-0.5477,-1.388,-2.68,-2.33,-0.76,5.45,-8.22,4.49,11,21.16,20.77,16.43,0.7866666666666667,28.43,12.44,7.18,19.1,2200
2136,RALLIS,Basic Materials,Agricultural Inputs,45945221120,-0.546,-4.824,-12.11,-4.59,-4.98,2.12,-11.16,8.42,6,13.81,13.18,16.5,-2.4833333333333334,12.48,16.62,59.82,19.0,2201
