Symbol,RS_5D,RS_15D,RS_30D,RS_60D,RS_ACCELERATION,VOLATILITY,VOL_ADJ_RS,Momentum,Sharpe,Institutional Score
ORIENTPPR.NS,-0.76,-2.14,-4.56,1.36,3.8,0.443,-10.29,-1.0079999999999998,3.07,26.41
PULZ.NS,5.93,-1.81,-3.47,-0.83,9.4,0.5136,-6.76,-1.8860000000000001,-1.62,26.4
PURVA.NS,5.93,-1.81,-3.47,-0.83,9.4,0.5136,-6.76,-1.8860000000000001,-1.62,26.4
PETRONET.NS,-2.69,-1.29,1.87,-11.02,-4.56,0.3626,5.16,-5.863999999999999,-30.39,26.38
KEYFINSERV.NS,0.07,-6.68,-4.72,1.27,4.79,0.5284,-8.93,-1.126,2.4,26.35
PIONEEREMB.NS,-6.04,-5.62,-2.08,-3.69,-3.96,0.5353,-3.89,-3.0460000000000003,-6.89,26.31
AGNI.NS,-8.96,-9.69,-9.17,6.37,0.21,0.4525,-20.27,0.15399999999999991,14.08,26.18
LAOPALA.NS,3.01,-1.02,1.06,-8.66,1.95,0.2942,3.6,-4.771999999999999,-29.44,26.12
TVVISION.NS,2.38,2.24,-1.34,-5.7,3.72,0.6825,-1.96,-3.956,-8.35,26.09
SHALPAINTS.NS,1.53,-5.36,-2.78,-2.46,4.31,0.5589,-4.97,-2.588,-4.4,25.99
BAJAJINDEF.NS,-8.41,-17.43,-10.99,8.21,2.58,0.5194,-21.16,0.5300000000000002,15.81,25.94
INVENTURE.NS,-1.15,-2.04,-1.79,-4.11,0.64,0.439,-4.08,-3.1820000000000004,-9.36,25.92
MBEL.NS,-3.83,-8.49,-8.06,5.27,4.23,0.5723,-14.08,-0.06200000000000072,9.21,25.9
SUKHJITS.NS,-7.7,-10.84,1.82,-12.62,-9.52,0.5793,3.14,-6.843999999999999,-21.78,25.89
AEGISVOPAK.NS,-4.35,-7.22,0.36,-8.66,-4.71,0.4824,0.75,-5.052,-17.95,25.88
EPL.NS,-1.96,-10.02,-6.73,3.76,4.77,0.3546,-18.98,-0.4360000000000004,10.6,25.79
DCMSHRIRAM.NS,-2.24,-14.4,-11.9,7.67,9.66,0.3118,-38.17,-0.15800000000000125,24.6,25.77
MAGNUM.NS,1.75,-3.25,-4.14,-0.35,5.89,0.556,-7.45,-1.8659999999999999,-0.63,25.76
BTML.NS,-1.63,1.06,-0.62,-7.36,-1.01,0.5843,-1.06,-4.664000000000001,-12.6,25.74
MARUTI.NS,0.86,-2.37,0.06,-6.33,0.8,0.2614,0.23,-3.774,-24.22,25.67
RACE.NS,-5.19,-8.18,-8.73,5.84,3.54,0.6598,-13.23,0.011999999999999567,8.85,25.66
MOIL.NS,-0.03,-2.46,-6.47,3.31,6.44,0.49,-13.2,-0.6020000000000001,6.76,25.63
TI.NS,-0.14,-5.64,-5.07,1.63,4.93,0.3768,-13.46,-1.0500000000000003,4.33,25.53
ROML.NS,0.95,0.47,-3.68,-0.89,4.63,0.4309,-8.54,-2.0060000000000002,-2.07,25.49
ROHLTD.NS,0.95,0.47,-3.68,-0.89,4.63,0.4309,-8.54,-2.0060000000000002,-2.07,25.49
MFSL.NS,-4.74,-3.86,-0.97,-4.96,-3.77,0.2836,-3.42,-3.364,-17.49,25.3
CPEDU.NS,5.94,-4.08,-2.94,-2.94,8.88,0.5288,-5.56,-2.94,-5.56,25.27
AWHCL.NS,1.3,-4.08,-5.96,1.9,7.26,0.632,-9.43,-1.244,3.01,25.27
SUPRIYA.NS,0.22,-0.8,-1.07,-4.57,1.29,0.2663,-4.02,-3.17,-17.16,25.25
SUPREMEIND.NS,0.22,-0.8,-1.07,-4.57,1.29,0.2663,-4.02,-3.17,-17.16,25.25
RICOAUTO.NS,-2.74,-5.41,-0.88,-7.7,-1.86,0.6016,-1.46,-4.972,-12.8,25.25
ORIENTALTL.NS,3.13,-6.47,-7.17,3.81,10.3,0.5367,-13.36,-0.5820000000000003,7.1,25.24
ESFL.NS,-3.01,-3.37,-6.21,2.23,3.2,0.6031,-10.3,-1.1460000000000001,3.7,25.15
MAANALU.NS,-6.88,-7.7,-6.46,2.7,-0.42,0.499,-12.95,-0.964,5.41,25.08
BESTAGRO.NS,-8.41,-13.06,-11.65,8.08,3.24,0.5771,-20.19,0.18799999999999972,14.0,25.08
WONDERLA.NS,0.59,-1.42,-10.84,6.26,11.43,0.2815,-38.51,-0.5800000000000005,22.24,25.07
SHANTI.NS,1.44,-0.94,-6.75,3.22,8.19,0.4704,-14.35,-0.7680000000000002,6.85,25.06
BANARBEADS.NS,-2.87,-6.48,-2.13,-4.53,-0.74,0.4656,-4.57,-3.57,-9.73,25.04
HLVLTD.NS,0.9,-9.54,-9.45,5.98,10.35,0.5475,-17.26,-0.19199999999999973,10.92,25.02
HMT.NS,0.9,-9.54,-9.45,5.98,10.35,0.5475,-17.26,-0.19199999999999973,10.92,25.02
SHIVATEX.NS,-10.54,-13.64,-3.84,-0.93,-6.7,0.4286,-8.96,-2.0940000000000003,-2.17,25.02
LTFOODS.NS,-3.4,-6.78,-5.97,1.98,2.57,0.4821,-12.38,-1.2,4.11,24.9
SUNREST.NS,3.69,0.39,0.21,-10.83,3.48,0.6373,0.33,-6.414000000000001,-16.99,24.79
CIEINDIA.NS,-2.23,-6.36,-5.39,1.66,3.16,0.3425,-15.74,-1.1600000000000001,4.85,24.78
GAYAHWS.NS,-3.5,-5.16,-8.7,5.07,5.2,0.5477,-15.88,-0.4379999999999997,9.26,24.71
SRIVASAVI.NS,-2.93,-11.72,-12.39,8.82,9.46,0.6505,-19.05,0.3359999999999994,13.56,24.71
ZENITHEXPO.NS,-4.91,-1.68,-9.05,5.38,4.14,0.4926,-18.37,-0.3920000000000008,10.92,24.69
NDLVENTURE.NS,-4.78,-10.03,-4.58,-0.6,-0.2,0.5357,-8.55,-2.192,-1.12,24.67
NDL.NS,-4.78,-10.03,-4.58,-0.6,-0.2,0.5357,-8.55,-2.192,-1.12,24.67
SADBHIN.NS,12.09,5.62,-3.81,-1.78,15.9,0.5253,-7.25,-2.592,-3.39,24.65
SADHAV.NS,12.09,5.62,-3.81,-1.78,15.9,0.5253,-7.25,-2.592,-3.39,24.65
AMIABLE.NS,23.25,3.39,-13.14,9.04,36.39,0.5536,-23.74,0.16799999999999926,16.33,24.57
CENTEXT.NS,-4.12,-6.84,-8.48,4.72,4.36,0.5429,-15.62,-0.5600000000000005,8.69,24.55
MANAKCOAT.NS,-1.04,1.59,-1.77,-5.68,0.73,0.4464,-3.97,-4.116,-12.72,24.51
WINSOL.NS,-10.74,-16.06,-2.33,-4.72,-8.41,0.4725,-4.93,-3.764,-9.99,24.51
NHPC.NS,-4.9,-5.96,-8.87,4.52,3.97,0.2621,-33.84,-0.8360000000000003,17.25,24.46
AGUL.NS,4.89,10.21,1.19,-12.9,3.7,0.403,2.95,-7.264,-32.01,24.41
JMFINANCIL.NS,-4.93,-11.52,-7.19,3.2,2.26,0.4401,-16.34,-0.9560000000000004,7.27,24.39
AXITA.NS,4.95,1.15,-8.24,4.21,13.19,0.39,-21.13,-0.7700000000000005,10.79,24.3
THELEELA.NS,-0.04,-0.84,-1.68,-4.32,1.64,0.2662,-6.31,-3.2640000000000002,-16.23,24.28
MVGJL.NS,4.4,-5.3,-10.35,5.99,14.75,0.4101,-25.24,-0.5459999999999998,14.61,24.18
ISGEC.NS,-14.25,-17.64,-11.59,7.18,-2.66,0.5043,-22.98,-0.3280000000000003,14.24,24.14
EIHAHOTELS.NS,-3.02,-5.55,-3.75,-1.09,0.73,0.3241,-11.57,-2.154,-3.36,24.14
VITAL.NS,-2.21,-11.92,-16.93,10.94,14.72,0.4764,-35.54,-0.20800000000000107,22.96,24.13
SAURASHCEM.NS,-0.65,-2.4,-3.48,-2.7,2.83,0.4443,-7.83,-3.0120000000000005,-6.08,24.13
MEGATHERM.NS,-6.33,-22.89,-11.82,7.6,5.49,0.5657,-20.89,-0.16800000000000104,13.43,24.12
MEIL.NS,-6.33,-22.89,-11.82,7.6,5.49,0.5657,-20.89,-0.16800000000000104,13.43,24.12
SEPC.NS,-9.48,-9.83,-5.62,-0.21,-3.86,0.7259,-7.74,-2.374,-0.29,24.11
MADHAVBAUG.NS,-2.47,-11.52,1.87,-15.77,-4.34,0.4279,4.37,-8.714,-36.85,24.1
M&MFIN.NS,-2.47,-11.52,1.87,-15.77,-4.34,0.4279,4.37,-8.714,-36.85,24.1
CANHLIFE.NS,-0.44,-2.35,-5.98,1.68,5.54,0.332,-18.01,-1.3840000000000003,5.06,24.05
MAITREYA.NS,-0.35,-4.09,-0.8,-9.33,0.45,0.5469,-1.46,-5.918,-17.06,24.05
HALDER.NS,8.84,-1.78,-4.47,-0.85,13.31,0.3973,-11.25,-2.298,-2.14,23.85
IONEXCHANG.NS,-11.41,-11.3,-8.53,4.09,-2.88,0.4248,-20.08,-0.9580000000000002,9.63,23.79
UTIAMC.NS,0.05,-3.84,-6.17,1.68,6.22,0.3411,-18.09,-1.46,4.93,23.78
DESTINY.NS,0.57,-3.36,-11.63,6.95,12.2,0.458,-25.39,-0.4820000000000002,15.17,23.77
DENORA.NS,0.57,-3.36,-11.63,6.95,12.2,0.458,-25.39,-0.4820000000000002,15.17,23.77
DOMS.NS,1.58,-4.76,-5.08,0.64,6.66,0.2923,-17.38,-1.6480000000000001,2.19,23.73
NAVNETEDUL.NS,1.35,-1.64,-7.74,3.26,9.09,0.4423,-17.5,-1.1400000000000003,7.37,23.71
NBIFIN.NS,1.35,-1.64,-7.74,3.26,9.09,0.4423,-17.5,-1.1400000000000003,7.37,23.71
KRITI.NS,10.78,-11.81,-6.86,1.28,17.64,0.7273,-9.43,-1.9760000000000002,1.76,23.69
JKCEMENT.NS,-3.02,-4.31,-3.52,-2.25,0.5,0.3581,-9.83,-2.758,-6.28,23.68
WEL.NS,-0.32,-7.18,3.89,-29.15,-4.21,0.5508,7.06,-15.933999999999997,-52.92,23.64
BALAJITELE.NS,-1.98,-24.75,-0.87,-10.65,-1.11,0.6606,-1.32,-6.7379999999999995,-16.12,23.6
INGERRAND.NS,-11.38,-14.17,-5.11,0.39,-6.27,0.3277,-15.59,-1.81,1.19,23.6
SIRCA.NS,2.83,0.91,-4.18,-1.05,7.01,0.3398,-12.3,-2.302,-3.09,23.56
INDBANK.NS,-0.92,-3.77,-4.9,-0.85,3.98,0.462,-10.61,-2.47,-1.84,23.49
SOMICONVEY.NS,-0.87,-9.16,-7.72,2.8,6.85,0.5593,-13.8,-1.4080000000000001,5.01,23.48
VERTEXPLUS.NS,-3.63,-5.7,2.14,-19.41,-5.77,0.5448,3.93,-10.79,-35.63,23.48
VERITAAS.NS,-3.63,-5.7,2.14,-19.41,-5.77,0.5448,3.93,-10.79,-35.63,23.48
IRFC.NS,-2.36,-5.71,-5.2,0.29,2.84,0.3581,-14.52,-1.9060000000000001,0.81,23.46
POKARNA.NS,0.97,-0.93,-5.72,-0.3,6.69,0.5899,-9.7,-2.468,-0.51,23.46
DOLLAR.NS,-2.37,-7.51,-2.7,-5.05,0.33,0.4948,-5.46,-4.109999999999999,-10.21,23.43
RITES.NS,-0.47,-8.17,-5.8,1.06,5.33,0.3304,-17.55,-1.6839999999999997,3.21,23.42
IGCL.NS,-2.74,-8.04,-3.48,-3.32,0.74,0.4306,-8.08,-3.384,-7.71,23.34
DEN.NS,-1.56,-1.69,-6.08,1.3,4.52,0.3226,-18.85,-1.6520000000000004,4.03,23.33
SULA.NS,1.1,-5.94,-5.28,0.21,6.38,0.3775,-13.99,-1.9860000000000002,0.56,23.29
HMAAGRO.NS,-3.64,-2.93,-3.13,-3.99,-0.51,0.408,-7.67,-3.646,-9.78,23.2
KHAICHEM.NS,0.63,-4.28,-8.46,3.44,9.09,0.5416,-15.62,-1.3200000000000003,6.35,23.16
GHCL.NS,5.92,-5.24,-7.4,2.66,13.32,0.3151,-23.48,-1.3640000000000003,8.44,23.14
AJMERA.NS,-10.03,-6.25,-3.76,-3.79,-6.27,0.5506,-6.83,-3.778,-6.88,23.14
ANTGRAPHIC.NS,2.97,-0.42,-6.09,0.44,9.06,0.4899,-12.43,-2.1719999999999997,0.9,23.13
ASTRON.NS,-0.79,-5.59,-10.37,5.22,9.58,0.4419,-23.47,-1.016,11.81,23.11
ITCHOTELS.NS,0.34,-1.89,-1.62,-6.11,1.96,0.3287,-4.93,-4.314,-18.59,23.1
PROZONER.NS,0.42,2.14,-13.97,8.68,14.39,0.5694,-24.53,-0.38000000000000167,15.24,23.1
TCI.NS,3.3,-0.01,-4.46,-1.27,7.76,0.3712,-12.02,-2.5460000000000003,-3.42,23.06
ASTRAL.NS,-1.05,-3.17,-3.01,-3.51,1.96,0.3303,-9.11,-3.3099999999999996,-10.63,23.05
SDBL.NS,-9.97,-14.35,-7.72,2.37,-2.25,0.5529,-13.96,-1.6660000000000001,4.29,23.01
CONTROLPR.NS,1.06,-3.01,-5.25,-0.01,6.31,0.362,-14.5,-2.106,-0.03,22.94
AAATECH.NS,3.86,-1.73,-5.42,-0.34,9.28,0.4379,-12.38,-2.3720000000000003,-0.78,22.94
ORIENTTECH.NS,-0.68,-10.93,-4.95,-2.47,4.27,0.6744,-7.34,-3.462,-3.66,22.93
SHILCTECH.NS,0.66,-5.73,-11.73,6.69,12.39,0.6204,-18.91,-0.6779999999999999,10.78,22.91
GLOBALVECT.NS,0.42,-4.5,-15.33,9.38,15.75,0.5611,-27.32,-0.5040000000000004,16.72,22.81
POONAWALLA.NS,0.73,-9.9,-1.58,-7.43,2.31,0.3857,-4.1,-5.09,-19.26,22.81
INDIANHUME.NS,-1.79,-9.05,-4.55,-1.82,2.76,0.4062,-11.2,-2.912,-4.48,22.73
HITECHGEAR.NS,1.76,-3.94,-3.57,-2.81,5.33,0.3342,-10.68,-3.114,-8.41,22.7
HLEGLAS.NS,1.76,-3.94,-3.57,-2.81,5.33,0.3342,-10.68,-3.114,-8.41,22.7
BALKRISIND.NS,-0.23,0.56,-3.7,-2.7,3.47,0.3412,-10.84,-3.1000000000000005,-7.91,22.67
WHIRLPOOL.NS,-0.78,-7.6,-3.37,-3.57,2.59,0.3532,-9.54,-3.49,-10.11,22.67
ARIES.NS,-8.35,-8.69,-12.65,6.66,4.3,0.3984,-31.75,-1.0640000000000005,16.72,22.45
ORIENTCEM.NS,0.52,0.21,-2.51,-5.24,3.03,0.3458,-7.26,-4.148,-15.15,22.43
DCBBANK.NS,-3.25,0.34,-5.71,-0.27,2.46,0.4021,-14.2,-2.446,-0.67,22.36
IL&FSTRANS.NS,2.53,-5.28,-8.25,2.6,10.78,0.4258,-19.38,-1.7400000000000002,6.11,22.28
ZOTA.NS,6.18,-5.24,-8.46,2.73,14.64,0.4548,-18.6,-1.7460000000000004,6.0,22.23
RAJRILTD.NS,2.46,-1.11,-1.72,-5.43,4.18,0.2326,-7.39,-3.9459999999999997,-23.34,22.22
VIKASECO.NS,-0.13,-5.3,-6.52,0.12,6.39,0.5168,-12.62,-2.536,0.23,22.2
KOTARISUG.NS,-3.91,-10.77,-9.93,4.11,6.02,0.3137,-31.65,-1.5059999999999998,13.1,22.2
VIKASLIFE.NS,-0.13,-5.3,-6.52,0.12,6.39,0.5168,-12.62,-2.536,0.23,22.2
BFSI.NS,-2.26,-1.38,-2.29,-3.96,0.03,0.2143,-10.69,-3.292,-18.48,22.19
TVSHLTD.NS,2.74,-2.32,-3.66,-2.88,6.4,0.3129,-11.7,-3.192,-9.2,22.16
BAJAJFINSV.NS,-1.15,-1.32,-1.54,-6.1,0.39,0.2443,-6.3,-4.276,-24.97,22.15
KABRAEXTRU.NS,-0.39,-4.38,-3.44,-5.89,3.05,0.5687,-6.05,-4.91,-10.36,22.13
NUCLEUS.NS,-2.39,-6.61,-5.89,-0.01,3.5,0.3657,-16.11,-2.3619999999999997,-0.03,22.12
PILANIINVS.NS,-2.85,-6.11,-7.79,2.23,4.94,0.3226,-24.15,-1.7780000000000002,6.91,22.09
JUNIPER.NS,1.54,-9.64,-1.35,-9.25,2.89,0.4043,-3.34,-6.09,-22.88,22.04
JTEKTINDIA.NS,1.54,-9.64,-1.35,-9.25,2.89,0.4043,-3.34,-6.09,-22.88,22.04
GENUSPAPER.NS,-0.1,-2.37,-10.33,4.35,10.23,0.4689,-22.03,-1.5220000000000007,9.28,22.01
GULFOILLUB.NS,2.68,-4.09,-0.91,-9.93,3.59,0.3316,-2.74,-6.321999999999999,-29.95,21.98
JITFINFRA.NS,13.31,2.25,-2.06,-9.53,15.37,0.565,-3.65,-6.541999999999999,-16.87,21.95
TARMAT.NS,2.51,0.8,1.26,-21.36,1.25,0.5645,2.23,-12.312,-37.84,21.94
KIRIINDUS.NS,1.17,-3.36,-2.92,-7.28,4.09,0.56,-5.21,-5.5360000000000005,-13.0,21.94
IOB.NS,-1.03,-3.34,-3.06,-3.87,2.03,0.2839,-10.78,-3.5460000000000003,-13.63,21.93
CCHHL.NS,0.19,-5.66,-9.83,3.96,10.02,0.3811,-25.79,-1.5560000000000005,10.39,21.92
DIGITIDE.NS,5.99,-12.72,-5.03,-2.7,11.02,0.5258,-9.57,-3.632,-5.14,21.92
PENTAGON.NS,-8.09,-4.88,-7.91,1.1,-0.18,0.6503,-12.16,-2.504,1.69,21.89
CDSL.NS,2.83,1.13,-8.94,3.1,11.77,0.3599,-24.84,-1.7160000000000002,8.61,21.88
RBZJEWEL.NS,3.4,-12.16,-13.5,7.01,16.9,0.4718,-28.61,-1.1940000000000008,14.86,21.83
AKSHARCHEM.NS,-2.76,-7.69,-3.37,-5.28,0.61,0.4228,-7.97,-4.516,-12.49,21.77
DKEGL.NS,-6.45,-9.61,-13.89,7.39,7.44,0.6044,-22.98,-1.1220000000000017,12.23,21.76
MUTHOOTCAP.NS,-0.64,-3.56,-2.35,-7.38,1.71,0.4279,-5.49,-5.368,-17.25,21.75
AMBUJACEM.NS,0.5,0.91,-1.94,-7.01,2.44,0.3255,-5.96,-4.981999999999999,-21.54,21.74
VSTL.NS,-0.69,-8.96,-11.84,5.52,11.15,0.4097,-28.9,-1.424,13.47,21.72
SUPERSPIN.NS,4.39,-3.41,-0.86,-13.36,5.25,0.5607,-1.53,-8.36,-23.83,21.71
PROSTARM.NS,-0.67,-12.37,-7.54,1.19,6.87,0.4795,-15.72,-2.302,2.48,21.7
AXISBANK.NS,-1.74,0.36,-3.93,-2.46,2.19,0.2832,-13.88,-3.048,-8.69,21.57
M&M.NS,-2.12,-6.19,-2.7,-5.25,0.58,0.3111,-8.68,-4.23,-16.88,21.48
IXIGO.NS,-7.75,-0.71,-7.41,0.5,-0.34,0.5412,-13.69,-2.6640000000000006,0.92,21.35
BOHRAIND.NS,-8.32,-18.77,-2.27,-9.65,-6.05,0.5253,-4.32,-6.698,-18.37,21.29
KHADIM.NS,0.57,-3.95,-2.32,-10.08,2.89,0.5807,-4.0,-6.976,-17.36,21.29
ABREL.NS,-1.41,-8.84,-9.56,2.94,8.15,0.4455,-21.46,-2.0600000000000005,6.6,21.19
SIGMA.NS,7.5,-11.42,-10.02,3.12,17.52,0.5476,-18.3,-2.136,5.7,21.04
BDL.NS,-6.69,-12.49,-9.18,2.47,2.49,0.4481,-20.49,-2.1900000000000004,5.51,21.01
CONCOR.NS,-8.32,-12.23,-5.44,-0.77,-2.88,0.2839,-19.16,-2.638,-2.71,20.96
ULTRACEMCO.NS,-2.53,-4.55,-2.55,-5.54,0.02,0.2799,-9.11,-4.343999999999999,-19.79,20.93
PNGJL.NS,6.39,-15.95,-14.73,6.63,21.12,0.3962,-37.18,-1.9140000000000006,16.73,20.9
PARASPETRO.NS,-0.47,-5.41,-8.7,0.92,8.23,0.672,-12.95,-2.928,1.37,20.86
CSBBANK.NS,1.36,4.17,-6.11,-2.33,7.47,0.5707,-10.71,-3.8420000000000005,-4.08,20.84
ADROITINFO.NS,5.18,-8.34,-4.16,-4.8,9.34,0.4543,-9.16,-4.5440000000000005,-10.57,20.83
SUNCLAY.NS,-2.33,-7.34,-6.41,-0.84,4.08,0.4083,-15.7,-3.068,-2.06,20.81
SPCL.NS,-3.13,-9.58,-5.01,-4.47,1.88,0.6066,-8.26,-4.686,-7.37,20.8
SHREERAMA.NS,2.83,2.7,-2.73,-10.05,5.56,0.6105,-4.47,-7.122,-16.46,20.78
NOVAAGRI.NS,-4.54,-7.43,-5.83,-3.26,1.29,0.63,-9.25,-4.288,-5.17,20.74
SADBHAV.NS,6.22,10.81,-5.25,-4.42,11.47,0.65,-8.08,-4.752,-6.8,20.73
PAKKA.NS,-0.78,-6.05,-10.25,3.23,9.47,0.4307,-23.8,-2.162000000000001,7.5,20.69
PSB.NS,0.01,-4.15,-3.43,-5.44,3.44,0.3522,-9.74,-4.636,-15.45,20.64
CROWN.NS,-2.09,-21.6,-7.19,-1.07,5.1,0.6145,-11.7,-3.5180000000000002,-1.74,20.64
AISL.NS,0.33,-2.22,-3.71,-4.17,4.04,0.311,-11.93,-3.9859999999999998,-13.41,20.64
AIROLAM.NS,0.33,-2.22,-3.71,-4.17,4.04,0.311,-11.93,-3.9859999999999998,-13.41,20.64
ACC.NS,0.53,1.42,-1.67,-8.57,2.2,0.2612,-6.39,-5.8100000000000005,-32.81,20.63
GLOBUSSPR.NS,0.54,-9.9,-11.2,4.07,11.74,0.4275,-26.2,-2.0379999999999994,9.52,20.62
CRAYONS.NS,3.56,-1.78,-7.23,-2.12,10.79,0.8791,-8.22,-4.164000000000001,-2.41,20.59
CHOICEIN.NS,-1.17,-1.21,-4.75,-3.14,3.58,0.3764,-12.62,-3.784,-8.34,20.54
RSSOFTWARE.NS,0.77,-1.81,-10.43,2.79,11.2,0.6306,-16.54,-2.4979999999999998,4.42,20.51
RAYMONDLSL.NS,5.33,-0.13,-3.1,-8.6,8.43,0.5148,-6.02,-6.3999999999999995,-16.71,20.45
ARENTERP.NS,1.46,-5.62,-7.52,-0.8,8.98,0.6157,-12.21,-3.488,-1.3,20.43
INFOBEAN.NS,15.4,6.04,-4.22,-8.9,19.62,0.8884,-4.75,-7.028,-10.02,20.43
CHEMPLASTS.NS,-8.84,-8.99,-4.81,-5.23,-4.03,0.5692,-8.45,-5.062,-9.19,20.43
HEG.NS,-3.47,-5.45,-9.67,2.33,6.2,0.4637,-20.85,-2.4700000000000006,5.02,20.42
TRACXN.NS,-3.92,-11.82,-6.85,-1.2,2.93,0.5113,-13.4,-3.46,-2.35,20.41
SARDAEN.NS,-1.46,-8.28,-8.8,1.8,7.34,0.3582,-24.57,-2.4400000000000004,5.03,20.37
INDIAMART.NS,-0.55,-3.15,-5.79,-0.82,5.24,0.2618,-22.12,-2.8080000000000003,-3.13,20.29
GVPTECH.NS,3.45,-0.87,-8.15,-0.0,11.6,0.5909,-13.79,-3.2600000000000002,-0.0,20.28
HINDCOMPOS.NS,6.17,-8.39,-13.95,6.06,20.12,0.4793,-29.1,-1.9440000000000004,12.64,20.26
AROGRANITE.NS,1.62,-6.11,-8.79,1.24,10.41,0.4851,-18.12,-2.7720000000000002,2.56,20.22
CBAZAAR.NS,7.7,-6.4,-8.25,0.83,15.95,0.4136,-19.95,-2.8020000000000005,2.01,20.13
DABUR.NS,-3.09,-9.28,-0.83,-12.43,-2.26,0.2541,-3.27,-7.789999999999999,-48.92,20.13
CORALFINAC.NS,-1.08,-5.72,-8.79,1.53,7.71,0.3831,-22.94,-2.598,3.99,20.05
MAL.NS,0.08,-3.79,-5.96,-3.64,6.04,0.582,-10.24,-4.568,-6.25,20.02
ENFUSE.NS,-13.91,-13.14,-5.34,-5.51,-8.57,0.6757,-7.9,-5.442,-8.15,20.01
TITAN.NS,-0.25,-2.24,-7.11,0.44,6.86,0.2706,-26.27,-2.58,1.63,20.0
IRCTC.NS,-1.31,-5.53,-4.78,-2.36,3.47,0.2646,-18.07,-3.3280000000000003,-8.92,19.92
MOXSH.NS,-12.09,-15.42,-15.34,6.18,3.25,0.4299,-35.68,-2.4280000000000004,14.38,19.81
SUBROS.NS,-0.2,-6.72,-5.51,-2.74,5.31,0.3901,-14.12,-3.8480000000000003,-7.02,19.8
PNC.NS,7.77,-0.93,-3.88,-8.2,11.65,0.5664,-6.85,-6.4719999999999995,-14.48,19.75
VSCL.NS,22.29,13.29,-11.27,3.25,33.56,0.4941,-22.81,-2.558,6.58,19.71
AARTIPHARM.NS,-10.37,-12.42,-4.65,-4.95,-5.72,0.4298,-10.82,-4.83,-11.52,19.62
INTENTECH.NS,-1.66,-9.22,-9.62,1.13,7.96,0.5763,-16.69,-3.17,1.96,19.59
SUMMITSEC.NS,-1.83,-5.55,-6.97,-0.99,5.14,0.3941,-17.69,-3.382,-2.51,19.54
TCIEXP.NS,-1.1,-7.8,-5.55,-2.78,4.45,0.3639,-15.25,-3.888,-7.64,19.46
UCOBANK.NS,-0.7,-4.66,-2.39,-8.8,1.69,0.307,-7.79,-6.236000000000001,-28.66,19.46
COUNCODOS.NS,5.51,-1.91,-6.39,-3.39,11.9,0.5597,-11.42,-4.59,-6.06,19.41
UNICHEMLAB.NS,1.41,-2.25,-7.24,-2.17,8.65,0.6253,-11.58,-4.198,-3.47,19.39
UMAEXPORTS.NS,1.41,-2.25,-7.24,-2.17,8.65,0.6253,-11.58,-4.198,-3.47,19.39
JAINREC.NS,-3.52,-32.96,-8.91,0.24,5.39,0.5583,-15.96,-3.42,0.43,19.37
SAMBHAAV.NS,-6.88,-1.67,-4.85,-4.9,-2.03,0.4338,-11.18,-4.88,-11.3,19.36
ICICIGI.NS,-4.09,-3.62,-4.72,-2.01,0.63,0.2025,-23.31,-3.0939999999999994,-9.93,19.34
TORNTPOWER.NS,-1.32,-14.21,-5.78,-2.67,4.46,0.3688,-15.67,-3.914,-7.24,19.33
HINDUNILVR.NS,-2.83,-8.32,-3.47,-4.36,0.64,0.234,-14.83,-4.0040000000000004,-18.63,19.33
GENCON.NS,2.71,2.02,-5.38,-4.9,8.09,0.5177,-10.39,-5.0920000000000005,-9.46,19.32
PFIZER.NS,-0.37,-5.03,-4.56,-3.31,4.19,0.2644,-17.25,-3.8099999999999996,-12.52,19.26
STEELCITY.NS,2.39,-3.08,-4.82,-3.06,7.21,0.2786,-17.3,-3.7640000000000002,-10.98,19.24
IDBI.NS,2.15,0.94,0.73,-32.62,1.42,0.5188,1.41,-19.279999999999998,-62.88,19.16
XTGLOBAL.NS,-1.42,-1.58,-3.07,-12.72,1.65,0.6703,-4.58,-8.86,-18.98,19.12
SHRENIK.NS,0.26,-5.61,-3.48,-9.28,3.74,0.4858,-7.16,-6.96,-19.1,19.06
MARINETRAN.NS,1.12,-11.14,-2.35,-14.59,3.47,0.5996,-3.92,-9.693999999999999,-24.33,18.98
ANDHRAPAP.NS,1.07,-6.23,-4.73,-3.12,5.8,0.2551,-18.54,-3.7640000000000002,-12.23,18.96
UJJIVANSFB.NS,-1.39,-9.24,-6.63,-2.36,5.24,0.4386,-15.12,-4.068,-5.38,18.96
3PLAND.NS,3.37,-3.59,-10.8,2.3,14.17,0.3791,-28.49,-2.9400000000000004,6.07,18.85
INDOFARM.NS,-0.97,-10.94,-11.61,2.6,10.64,0.5252,-22.11,-3.084,4.95,18.84
POWERGRID.NS,-2.68,-8.38,-8.43,0.84,5.75,0.2301,-36.64,-2.868,3.65,18.77
ORICONENT.NS,-0.5,-2.26,-5.6,-2.71,5.1,0.3052,-18.35,-3.8659999999999997,-8.88,18.73
HEROMOTOCO.NS,0.67,-4.99,-2.89,-8.03,3.56,0.2941,-9.83,-5.974,-27.3,18.71
INTERARCH.NS,-3.14,-17.25,-7.23,-2.06,4.09,0.4821,-15.0,-4.128,-4.27,18.7
CHOLAHLDNG.NS,-6.7,-14.85,-6.39,-2.81,-0.31,0.4204,-15.2,-4.242,-6.68,18.67
