Symbol,RS_5D,RS_15D,RS_30D,RS_60D,RS_ACCELERATION,VOLATILITY,VOL_ADJ_RS,Momentum,Sharpe,Institutional Score
ABGSEC.NS,3.42,1.5,3.35,7.15,0.07,0.0941,35.6,5.63,75.98,63.85
EBGNG.NS,-0.63,2.04,5.18,20.24,-5.81,0.5309,9.76,14.215999999999998,38.12,63.83
OMFURN.NS,5.53,-8.49,10.57,17.57,-5.04,0.8426,12.54,14.77,20.85,63.82
KMEW.NS,-9.56,-16.55,5.87,21.34,-15.43,0.6572,8.93,15.152000000000001,32.47,63.78
BIKAJI.NS,6.88,2.72,5.1,12.39,1.78,0.2506,20.35,9.474,49.44,63.78
HCL-INSYS.NS,20.36,14.94,9.49,13.37,10.87,0.5071,18.71,11.817999999999998,26.37,63.68
MAXIND.NS,7.11,-5.92,9.0,14.21,-1.89,0.5144,17.5,12.126,27.62,63.67
KODYTECH.NS,-5.04,12.06,16.11,6.08,-21.15,0.4572,35.24,10.091999999999999,13.3,63.65
SHEKHAWATI.NS,0.68,5.38,6.78,20.33,-6.1,0.6879,9.86,14.909999999999998,29.55,63.63
BFINVEST.NS,11.36,1.8,6.58,14.79,4.78,0.3969,16.58,11.505999999999998,37.26,63.63
BHARATWIRE.NS,-0.41,-13.46,0.81,29.74,-1.22,0.5586,1.45,18.168,53.24,63.59
SEL.NS,4.56,0.81,10.05,15.96,-5.49,0.715,14.06,13.596,22.32,63.57
IRISDOREME.NS,2.68,-1.78,4.23,18.72,-1.55,0.428,9.88,12.924,43.74,63.5
SAMHI.NS,7.37,13.7,8.41,12.5,-1.04,0.4156,20.24,10.864,30.08,63.47
SUTLEJTEX.NS,2.62,-0.51,2.35,23.38,0.27,0.4721,4.98,14.967999999999998,49.52,63.39
KEEPLEARN.NS,3.46,6.08,9.56,15.59,-6.1,0.673,14.21,13.177999999999999,23.16,63.35
ASCOM.NS,1.01,3.02,-2.84,35.99,3.85,0.3567,-7.96,20.458000000000002,100.9,63.35
PROTEAN.NS,-1.85,9.3,12.41,9.95,-14.26,0.5145,24.12,10.934000000000001,19.34,63.23
HMVL.NS,15.55,11.56,9.35,10.39,6.2,0.3924,23.83,9.974,26.48,62.98
DIXON.NS,-0.06,8.71,5.3,17.59,-5.36,0.4678,11.33,12.674,37.6,62.97
RKFORGE.NS,1.23,-7.72,9.82,10.11,-8.59,0.4011,24.48,9.994,25.21,62.95
JETKNIT.NS,1.44,3.39,3.48,9.04,-2.04,0.1414,24.61,6.816,63.93,62.95
PCCL.NS,-8.74,-9.18,2.91,22.2,-11.65,0.4953,5.88,14.483999999999998,44.82,62.85
ICICIAMC.NS,3.18,6.77,4.72,16.16,-1.54,0.3822,12.35,11.584,42.28,62.85
UMESLTD.NS,18.23,14.23,-6.01,52.87,24.24,0.613,-9.8,29.317999999999998,86.25,62.8
BALMLAWRIE.NS,1.62,-5.54,7.16,10.29,-5.54,0.2857,25.06,9.038,36.02,62.79
BBL.NS,2.0,1.19,3.14,19.98,-1.14,0.4329,7.25,13.244,46.15,62.76
MUKANDLTD.NS,1.77,3.14,6.08,13.76,-4.31,0.3759,16.17,10.688,36.61,62.6
BIRDYS.NS,-3.63,2.28,4.88,13.78,-8.51,0.3149,15.5,10.219999999999999,43.76,62.59
CLEAN.NS,6.52,-8.65,6.24,13.16,0.28,0.3606,17.3,10.392,36.49,62.53
PARIN.NS,3.96,11.92,15.06,5.7,-11.1,0.4453,33.82,9.444,12.8,62.45
CREDITACC.NS,3.7,-9.51,8.33,11.96,-4.63,0.4416,18.86,10.508000000000001,27.08,62.18
TMPV.NS,5.27,12.54,10.58,7.58,-5.31,0.3398,31.14,8.780000000000001,22.31,62.12
JSWINFRA.NS,1.06,-3.23,3.68,15.37,-2.62,0.3302,11.14,10.693999999999999,46.55,62.11
EMULTIMQ.NS,-0.07,-0.3,3.72,10.85,-3.79,0.1976,18.83,7.998,54.91,62.11
LOKESHMACH.NS,-1.02,-1.89,-5.23,45.7,4.21,0.5494,-9.52,25.328000000000003,83.18,62.03
MAITHANALL.NS,14.3,7.72,6.56,13.72,7.74,0.4316,15.2,10.856,31.79,61.85
INOXGREEN.NS,0.18,-6.25,10.72,10.35,-10.54,0.5081,21.1,10.498000000000001,20.37,61.83
MANORAMA.NS,8.27,-5.43,8.94,11.95,-0.67,0.4941,18.09,10.745999999999999,24.19,61.76
ANSALAPI.NS,-4.57,-5.66,15.27,2.49,-19.84,0.2654,57.54,7.602,9.38,61.57
SMARTWORKS.NS,-1.95,-2.67,4.96,14.44,-6.91,0.3828,12.96,10.648,37.72,61.5
ROUTE.NS,5.31,0.66,7.4,12.2,-2.09,0.4273,17.32,10.28,28.55,61.48
DELTACORP.NS,-10.13,-12.46,10.02,12.58,-20.15,0.6227,16.09,11.556000000000001,20.2,61.48
KOLTEPATIL.NS,-0.51,1.23,5.46,12.24,-5.97,0.3212,17.0,9.527999999999999,38.11,61.42
ASKAUTOLTD.NS,-0.55,1.31,4.33,13.44,-4.88,0.3166,13.68,9.796,42.45,61.3
ABSLAMC.NS,3.91,-1.21,0.17,23.8,3.74,0.4152,0.41,14.347999999999999,57.32,61.21
SIEMENS.NS,3.19,4.01,3.43,15.98,-0.24,0.3642,9.42,10.959999999999999,43.88,61.2
COMPINFO.NS,-2.21,0.4,12.74,6.65,-14.95,0.4398,28.97,9.086,15.12,61.16
AARTIDRUGS.NS,-1.11,0.7,5.92,11.36,-7.03,0.3162,18.72,9.184,35.93,61.14
DHANBANK.NS,-0.85,-10.19,2.5,19.22,-3.35,0.4246,5.89,12.531999999999998,45.27,61.14
DHAMPURSUG.NS,-0.85,-10.19,2.5,19.22,-3.35,0.4246,5.89,12.531999999999998,45.27,61.14
SINDHUTRAD.NS,-2.53,12.02,12.17,8.87,-14.7,0.5549,21.93,10.19,15.98,61.1
JLHL.NS,-1.47,4.67,5.22,10.52,-6.69,0.2601,20.07,8.399999999999999,40.45,61.09
SPLIL.NS,9.69,1.48,5.65,16.19,4.04,0.5278,10.7,11.974,30.67,61.07
SUNDROP.NS,0.77,-4.09,6.34,10.31,-5.57,0.2997,21.15,8.722,34.4,61.03
UFO.NS,3.02,-0.08,6.5,12.32,-3.48,0.3973,16.36,9.991999999999999,31.01,60.97
TATACHEM.NS,-1.64,-1.93,7.68,10.03,-9.32,0.3586,21.42,9.09,27.97,60.96
KANDARP.NS,5.58,4.76,12.37,7.63,-6.79,0.4957,24.95,9.526,15.39,60.94
RUCHIRA.NS,-5.58,-2.66,4.31,13.65,-9.89,0.3403,12.67,9.914,40.11,60.86
LATTEYS.NS,0.47,-9.14,9.07,12.41,-8.6,0.5913,15.34,11.074,20.99,60.71
ROCKINGDCE.NS,9.51,2.62,10.78,11.27,-1.27,0.659,16.36,11.074,17.1,60.69
DEVIT.NS,0.47,-3.52,-1.83,32.98,2.3,0.6479,-2.82,19.055999999999997,50.9,60.63
URJA.NS,1.15,-1.32,0.82,23.26,0.33,0.4952,1.66,14.284,46.97,60.6
SAATVIKGL.NS,2.39,-4.02,-2.34,29.94,4.73,0.4454,-5.25,17.028,67.22,60.59
GFLLIMITED.NS,1.2,-1.93,6.82,10.78,-5.62,0.3685,18.51,9.196,29.25,60.43
MUFTI.NS,1.44,8.95,12.63,6.05,-11.19,0.4374,28.88,8.682,13.83,60.42
ABBOTINDIA.NS,-2.14,-3.34,6.55,7.07,-8.69,0.2209,29.65,6.862,32.01,60.34
KAJARIACER.NS,6.96,3.53,-1.57,25.28,8.53,0.364,-4.31,14.54,69.45,60.34
PKTEA.NS,-1.52,-5.69,10.44,9.04,-11.96,0.4878,21.4,9.6,18.53,60.33
MASTEK.NS,6.14,5.91,2.88,17.2,3.26,0.4075,7.07,11.471999999999998,42.21,60.14
ITI.NS,3.98,2.2,3.04,17.18,0.94,0.4219,7.21,11.524000000000001,40.72,60.13
VHL.NS,1.47,-4.4,6.54,10.71,-5.07,0.3578,18.28,9.042,29.93,60.1
AFCONS.NS,9.85,0.99,1.12,19.38,8.73,0.3806,2.94,12.075999999999999,50.92,60.03
CHEVIOT.NS,-1.56,-13.12,4.75,11.87,-6.31,0.3157,15.05,9.021999999999998,37.6,59.99
CAPTRUST.NS,-4.01,1.89,6.56,12.21,-10.57,0.4524,14.5,9.950000000000001,26.99,59.92
TCL.NS,3.5,4.3,8.58,10.62,-5.08,0.4871,17.61,9.803999999999998,21.8,59.86
HINDCON.NS,0.27,-7.49,2.23,21.05,-1.96,0.5535,4.03,13.522,38.03,59.84
TATAPOWER.NS,2.23,-3.28,0.2,17.32,2.03,0.2496,0.8,10.472,69.39,59.81
EQUIPPP.NS,22.04,15.05,9.44,8.72,12.6,0.4327,21.82,9.008,20.15,59.72
SAKHTISUG.NS,1.99,-3.34,1.16,19.8,0.83,0.4214,2.75,12.344000000000001,46.99,59.68
DCXINDIA.NS,-5.24,-5.91,3.91,18.14,-9.15,0.5846,6.69,12.448,31.03,59.59
SHIVAUM.NS,-2.71,-6.33,-0.28,26.09,-2.43,0.5733,-0.49,15.542,45.51,59.57
SANDUMA.NS,-0.32,-2.05,7.46,12.33,-7.78,0.5388,13.85,10.382,22.88,59.56
DELTAMAGNT.NS,7.26,3.62,7.49,10.46,-0.23,0.4226,17.72,9.272000000000002,24.75,59.51
FLUOROCHEM.NS,-3.9,-21.94,-1.3,25.86,-2.6,0.4672,-2.78,14.995999999999999,55.35,59.48
FLFL.NS,-3.9,-21.94,-1.3,25.86,-2.6,0.4672,-2.78,14.995999999999999,55.35,59.48
AMBEY.NS,3.09,-14.27,4.95,18.52,-1.86,0.7461,6.63,13.092,24.82,59.34
DRREDDY.NS,-1.57,1.48,7.48,6.75,-9.05,0.2687,27.84,7.042,25.12,59.24
OBEROIRLTY.NS,-1.03,2.87,0.53,16.75,-1.56,0.2815,1.88,10.261999999999999,59.5,59.22
ADSL.NS,3.12,-4.93,6.16,13.79,-3.04,0.5513,11.17,10.738,25.01,59.2
GKENERGY.NS,-0.41,-1.41,2.85,19.17,-3.26,0.5528,5.16,12.642000000000001,34.68,59.2
ALPHA.NS,-0.7,-0.3,4.56,8.72,-5.26,0.2261,20.17,7.056,38.57,59.18
IL&FSENGG.NS,-1.06,3.15,3.6,16.65,-4.66,0.4887,7.37,11.429999999999998,34.07,59.16
SURYALAXMI.NS,1.17,-0.14,5.76,13.68,-4.59,0.5212,11.05,10.512,26.25,59.05
KICL.NS,1.8,1.57,8.64,6.7,-6.84,0.3199,27.01,7.476,20.94,59.0
KOTHARIPRO.NS,3.56,0.75,3.15,17.5,0.41,0.5001,6.3,11.76,34.99,58.99
SOLARWORLD.NS,-5.78,-5.25,6.59,12.82,-12.37,0.5357,12.3,10.328,23.93,58.99
MNC.NS,1.4,0.16,5.29,7.52,-3.89,0.2183,24.23,6.628,34.45,58.98
GOPAL.NS,4.23,-6.71,9.26,7.34,-5.03,0.3833,24.16,8.108,19.15,58.98
PNCINFRA.NS,1.2,-3.8,7.47,9.14,-6.27,0.3789,19.71,8.472,24.12,58.9
PREMIERPOL.NS,1.54,-2.26,6.55,13.34,-5.01,0.577,11.35,10.623999999999999,23.12,58.87
RTNPOWER.NS,4.65,-2.65,-0.25,21.54,4.9,0.4052,-0.62,12.824,53.16,58.87
BCLIND.NS,-5.39,-9.02,0.32,21.18,-5.71,0.4494,0.71,12.836,47.13,58.87
CHAMBLFERT.NS,3.02,4.61,6.47,8.45,-3.45,0.3043,21.26,7.6579999999999995,27.77,58.83
AURIONPRO.NS,2.97,-6.96,-1.98,28.63,4.95,0.5779,-3.43,16.385999999999996,49.54,58.78
AURIGROW.NS,2.97,-6.96,-1.98,28.63,4.95,0.5779,-3.43,16.385999999999996,49.54,58.78
GATECHDVR.NS,0.91,-13.79,6.52,12.47,-5.61,0.5183,12.58,10.09,24.06,58.73
NOCIL.NS,1.82,-2.45,-0.75,22.36,2.57,0.4167,-1.8,13.115999999999998,53.66,58.7
VINYLINDIA.NS,-2.87,-1.88,-3.9,33.29,1.03,0.5241,-7.44,18.414,63.52,58.7
GOKUL.NS,3.19,4.98,8.08,10.69,-4.89,0.523,15.45,9.646,20.44,58.67
MAKEINDIA.NS,1.15,0.88,4.85,7.04,-3.7,0.1947,24.91,6.164,36.16,58.66
VIAZ.NS,2.0,6.32,8.87,6.94,-6.87,0.3563,24.89,7.712,19.48,58.61
FALCONTECH.NS,5.85,8.68,17.33,2.96,-11.48,0.7343,23.6,8.708,4.03,58.56
HEMIPROP.NS,-1.28,-8.97,10.2,6.62,-11.48,0.4173,24.44,8.052,15.86,58.56
FACT.NS,-0.06,-1.01,-0.93,24.37,0.87,0.4958,-1.88,14.25,49.15,58.51
NCLIND.NS,11.62,8.8,7.64,7.43,3.98,0.3252,23.49,7.513999999999999,22.85,58.51
CELLPOINT.NS,1.44,1.85,1.93,20.38,-0.49,0.5762,3.35,13.0,35.37,58.48
EVINDIA.NS,2.36,0.72,6.52,5.93,-4.16,0.2197,29.68,6.166,26.99,58.48
FAIRCHEMOR.NS,-0.11,-0.28,9.11,7.55,-9.22,0.4067,22.4,8.174,18.56,58.48
ZODIAC.NS,-8.32,-7.82,-0.98,26.23,-7.34,0.6012,-1.63,15.346,43.63,58.34
ASTRAZEN.NS,1.77,3.44,6.69,6.03,-4.92,0.2353,28.43,6.2940000000000005,25.63,58.24
GRAPHITE.NS,-1.79,-0.41,9.67,7.24,-11.46,0.4415,21.9,8.212,16.4,58.19
EMBDL.NS,-6.99,-20.41,18.02,1.42,-25.01,0.6684,26.96,8.06,2.12,58.17
OILCOUNTUB.NS,-1.34,-9.81,1.34,23.58,-2.68,0.7521,1.78,14.683999999999997,31.35,58.17
MUTHOOTMF.NS,2.35,-3.97,4.76,13.36,-2.41,0.4736,10.05,9.92,28.21,58.17
LAKPRE.NS,-8.46,-7.28,3.77,16.56,-12.23,0.5787,6.51,11.443999999999999,28.62,58.13
IGIL.NS,-0.57,7.15,1.04,18.03,-1.61,0.4054,2.57,11.234,44.47,58.09
EUROPRATIK.NS,7.76,-2.97,6.78,11.55,0.98,0.5251,12.91,9.642000000000001,22.0,58.07
V2RETAIL.NS,-2.94,-7.01,-2.33,25.95,-0.61,0.4474,-5.21,14.637999999999998,58.0,58.03
GANESHBE.NS,-3.03,2.28,-0.88,23.14,-2.15,0.4792,-1.84,13.532,48.29,58.03
UTTAMSUGAR.NS,-2.94,-7.01,-2.33,25.95,-0.61,0.4474,-5.21,14.637999999999998,58.0,58.03
SUDARSCHEM.NS,-11.6,1.36,7.04,10.21,-18.64,0.4543,15.5,8.942,22.47,57.99
FILATEX.NS,7.24,4.23,4.83,12.36,2.41,0.4342,11.12,9.347999999999999,28.47,57.96
SPENCERS.NS,-2.64,-7.85,4.82,15.86,-7.46,0.6445,7.48,11.444,24.61,57.93
PVSL.NS,-2.97,-5.78,4.45,14.09,-7.42,0.5061,8.79,10.233999999999998,27.84,57.93
PRAJIND.NS,-9.67,-11.5,2.69,17.18,-12.36,0.5018,5.36,11.384,34.24,57.89
VSTIND.NS,1.59,-0.62,0.02,17.09,1.57,0.2969,0.07,10.261999999999999,57.56,57.87
ARVINDFASN.NS,3.19,6.67,3.01,14.35,0.18,0.3953,7.61,9.814,36.3,57.84
BORORENEW.NS,-2.32,-9.2,2.58,15.78,-4.9,0.4348,5.93,10.5,36.29,57.83
KORE.NS,3.64,-10.25,2.13,19.14,1.51,0.5707,3.73,12.336,33.54,57.73
AHIMSA.NS,1.44,3.39,3.48,8.6,-2.04,0.2109,16.5,6.552,40.78,57.71
CPCAP.NS,6.25,1.49,3.8,13.19,2.45,0.4105,9.26,9.434,32.13,57.7
ALPA.NS,5.16,-0.37,5.3,13.5,-0.14,0.5443,9.74,10.219999999999999,24.8,57.7
INDIAGLYCO.NS,0.05,-9.73,5.27,11.15,-5.22,0.4093,12.88,8.798,27.24,57.67
ARVSMART.NS,-0.78,-4.37,1.91,15.73,-2.69,0.3846,4.97,10.202,40.9,57.65
SURAKSHA.NS,-3.05,-6.61,3.78,11.7,-6.83,0.3361,11.25,8.532,34.81,57.64
TASTYBITE.NS,-0.45,-3.72,1.15,17.36,-1.6,0.4092,2.81,10.875999999999998,42.42,57.62
TARSONS.NS,-0.45,-3.72,1.15,17.36,-1.6,0.4092,2.81,10.875999999999998,42.42,57.62
ONMOBILE.NS,0.51,-7.32,10.17,6.86,-9.66,0.4988,20.39,8.184000000000001,13.75,57.53
MODIRUBBER.NS,-0.78,-7.23,3.04,18.18,-3.82,0.646,4.71,12.123999999999999,28.14,57.42
SYNGENE.NS,-2.72,-7.61,4.4,11.62,-7.12,0.3885,11.33,8.732,29.91,57.39
HAPPSTMNDS.NS,4.68,1.83,3.69,13.79,0.99,0.4522,8.16,9.75,30.5,57.38
GODFRYPHLP.NS,-1.07,-4.89,5.38,13.7,-6.45,0.5996,8.97,10.372,22.85,57.34
GINNIFILA.NS,-4.04,-2.14,3.43,16.04,-7.47,0.5709,6.01,10.995999999999999,28.1,57.29
RUCHINFRA.NS,3.13,-6.8,3.35,16.9,-0.22,0.6052,5.54,11.479999999999999,27.92,57.28
RATNAMANI.NS,2.44,-15.42,7.04,10.91,-4.6,0.5457,12.9,9.362,19.99,57.24
CEWATER.NS,-0.08,-1.08,3.37,10.81,-3.45,0.294,11.46,7.834,36.77,57.2
CENTURYPLY.NS,-0.08,-1.08,3.37,10.81,-3.45,0.294,11.46,7.834,36.77,57.2
ABCAPITAL.NS,-1.96,0.1,6.14,8.44,-8.1,0.3422,17.94,7.52,24.66,57.16
BOSCH-HCIL.NS,5.29,-2.44,8.58,7.34,-3.29,0.4255,20.16,7.836,17.25,57.1
SOMATEX.NS,4.88,-4.19,14.11,2.44,-9.23,0.4926,28.64,7.1080000000000005,4.95,57.03
RAMCOSYS.NS,-3.35,15.55,8.12,10.0,-11.47,0.5934,13.68,9.248,16.85,57.01
FIEMIND.NS,1.99,3.45,4.02,11.62,-2.03,0.3867,10.4,8.58,30.05,56.79
LOYALTEX.NS,0.66,-8.14,12.31,5.13,-11.65,0.5961,20.65,8.002,8.61,56.78
DBOL.NS,8.23,0.31,2.19,17.18,6.04,0.5349,4.09,11.184,32.12,56.77
DBREALTY.NS,8.23,0.31,2.19,17.18,6.04,0.5349,4.09,11.184,32.12,56.77
VAIBHAVGBL.NS,3.0,3.06,6.96,9.71,-3.96,0.4821,14.44,8.610000000000001,20.14,56.74
MAWANASUG.NS,-1.13,-12.5,-3.74,27.42,2.61,0.4368,-8.56,14.956000000000001,62.77,56.7
AVADHSUGAR.NS,-2.79,-10.4,-3.83,27.63,1.04,0.437,-8.76,15.046,63.23,56.66
HAL.NS,-1.95,-9.58,0.22,16.19,-2.17,0.3229,0.68,9.802,50.14,56.59
ARMANFIN.NS,-4.76,-13.71,6.91,9.33,-11.67,0.4641,14.89,8.362,20.1,56.54
BLUESTONE.NS,4.85,6.19,-1.3,21.65,6.15,0.4478,-2.9,12.469999999999999,48.35,56.49
MHLXMIRU.NS,5.34,1.42,2.94,13.33,2.4,0.3965,7.41,9.174,33.62,56.49
SUDARCOLOR.NS,-1.9,-1.73,4.3,12.43,-6.2,0.4709,9.13,9.177999999999999,26.4,56.49
SELECTIPO.NS,0.72,-1.15,2.75,8.67,-2.03,0.2088,13.17,6.302,41.52,56.47
VEEDOL.NS,2.35,-3.87,2.67,9.84,-0.32,0.2432,10.98,6.9719999999999995,40.46,56.43
AJANTPHARM.NS,-3.12,-3.44,8.43,4.48,-11.55,0.2794,30.17,6.0600000000000005,16.03,56.41
KALPATARU.NS,-1.57,-13.89,8.34,7.3,-9.91,0.4481,18.61,7.716,16.29,56.38
BLKASHYAP.NS,-2.23,-4.38,4.36,13.48,-6.59,0.5484,7.95,9.831999999999999,24.58,56.38
SKP.NS,-5.01,4.69,8.36,8.47,-13.37,0.5354,15.61,8.426,15.82,56.37
ROLEXRINGS.NS,-0.92,-5.59,5.8,10.88,-6.72,0.4967,11.68,8.848,21.9,56.33
OIL.NS,2.71,7.71,6.84,7.31,-4.13,0.3578,19.12,7.122,20.43,56.28
XCHANGING.NS,2.6,-0.34,5.66,9.06,-3.06,0.3906,14.49,7.7,23.2,56.19
SYLVANPLY.NS,1.44,-2.31,-2.82,28.0,4.26,0.6411,-4.4,15.672,43.67,56.1
INCREDIBLE.NS,3.97,1.48,4.03,12.11,-0.06,0.4554,8.85,8.878,26.59,56.09
KRIDHANINF.NS,0.66,-1.51,21.01,-3.51,-20.35,0.7029,29.89,6.298000000000002,-4.99,56.06
AKUMS.NS,3.57,-0.74,0.2,15.81,3.37,0.3296,0.61,9.566,47.97,56.01
MANAKSTEEL.NS,0.1,4.11,-1.24,24.79,1.34,0.6716,-1.85,14.377999999999998,36.91,55.99
DHANLAXMI.NS,-3.79,-18.03,3.66,16.83,-7.45,0.7721,4.74,11.562,21.8,55.95
RAMCOIND.NS,1.71,1.36,7.4,7.01,-5.69,0.3896,18.99,7.166,17.99,55.87
AVL.NS,-2.89,-5.14,0.77,12.8,-3.66,0.2624,2.93,7.9879999999999995,48.78,55.83
UFLEX.NS,11.89,6.61,14.89,0.15,-3.0,0.4089,36.41,6.046,0.37,55.76
TIMKEN.NS,-0.32,-1.16,4.31,8.89,-4.63,0.3261,13.22,7.058000000000001,27.26,55.69
TATSILV.NS,1.42,6.67,10.52,7.63,-9.1,0.8024,13.11,8.786,9.51,55.68
VINCOFE.NS,7.3,10.9,6.9,7.68,0.4,0.4105,16.81,7.368,18.71,55.66
GARFIBRES.NS,5.0,6.12,5.14,9.37,-0.14,0.3951,13.01,7.677999999999999,23.72,55.65
20MICRONS.NS,-4.3,3.65,3.61,12.89,-7.91,0.4873,7.41,9.178,26.45,55.62
SOBHA.NS,1.29,-0.99,7.5,6.13,-6.21,0.3532,21.23,6.678,17.36,55.6
NXST.NS,0.15,3.43,2.87,6.98,-2.72,0.1723,16.66,5.336,40.51,55.57
CMRSL.NS,-4.32,-11.98,5.08,10.97,-9.4,0.4876,10.42,8.614,22.5,55.55
AFSL.NS,3.12,1.62,1.3,8.06,1.82,0.1488,8.74,5.356,54.17,55.46
PICCADIL.NS,-0.32,-4.53,3.4,11.44,-3.72,0.3994,8.51,8.224,28.64,55.39
RELCHEMQ.NS,3.46,5.47,4.89,9.08,-1.43,0.3816,12.81,7.404,23.79,55.31
IT.NS,10.48,8.77,2.5,9.89,7.98,0.27,9.26,6.934,36.63,55.3
MINDTECK.NS,8.06,1.55,5.78,10.92,2.28,0.5572,10.37,8.864,19.6,55.28
PITTIENG.NS,2.85,-0.9,4.95,10.67,-2.1,0.4776,10.36,8.382,22.34,55.18
ONWARDTEC.NS,1.4,-0.79,9.84,5.25,-8.44,0.5001,19.68,7.086,10.5,55.13
HARSHA.NS,-0.14,-3.12,1.34,13.86,-1.48,0.3652,3.67,8.851999999999999,37.95,55.07
MINDSPACE.NS,1.09,2.88,2.89,6.64,-1.8,0.1725,16.75,5.14,38.49,55.0
TIIL.NS,-5.81,-4.89,2.18,13.85,-7.99,0.4391,4.96,9.181999999999999,31.54,55.0
JMA.NS,3.63,-1.55,8.0,5.58,-4.37,0.3802,21.04,6.548,14.68,55.0
PVRINOX.NS,2.84,-2.51,9.08,3.45,-6.24,0.3039,29.88,5.702,11.35,54.92
SAKSOFT.NS,5.0,-1.2,3.76,11.83,1.24,0.475,7.92,8.602,24.91,54.85
CLSEL.NS,-2.37,1.11,3.32,13.08,-5.69,0.5051,6.57,9.176,25.9,54.84
SAKUMA.NS,15.84,8.62,2.28,16.72,13.56,0.6729,3.39,10.943999999999999,24.85,54.81
CCL.NS,2.97,-1.69,1.43,12.56,1.54,0.3281,4.36,8.107999999999999,38.28,54.77
PGIL.NS,1.81,7.11,2.77,13.44,-0.96,0.4827,5.74,9.172,27.84,54.74
SCI.NS,-0.64,-12.49,-0.34,19.62,-0.3,0.5419,-0.63,11.636000000000001,36.21,54.72
SMLT.NS,-0.02,3.05,3.58,13.08,-3.6,0.5546,6.46,9.28,23.58,54.69
SILLYMONKS.NS,4.72,2.99,8.16,6.1,-3.44,0.4469,18.26,6.9239999999999995,13.65,54.68
SONATSOFTW.NS,4.37,-5.16,3.42,11.76,0.95,0.4487,7.62,8.424,26.21,54.64
MAHSEAMLES.NS,-0.41,-4.72,-1.72,16.23,1.31,0.2441,-7.05,9.049999999999999,66.49,54.6
RHFL.NS,2.04,2.51,3.41,10.91,-1.37,0.4046,8.43,7.91,26.96,54.6
PIDILITIND.NS,0.1,1.96,7.54,3.84,-7.44,0.2497,30.2,5.32,15.38,54.57
BIOFILCHEM.NS,12.05,5.65,3.95,15.49,8.1,0.8415,4.69,10.874,18.41,54.55
ANIKINDS.NS,6.54,3.49,7.51,7.02,-0.97,0.4888,15.36,7.215999999999999,14.36,54.49
JAIPURKURT.NS,2.66,6.6,13.27,2.15,-10.61,0.6356,20.88,6.598,3.38,54.48
FCSSOFT.NS,16.51,7.02,0.26,17.44,16.25,0.4881,0.53,10.568,35.73,54.48
KEL.NS,-0.89,3.39,5.98,10.34,-6.87,0.6025,9.93,8.596,17.16,54.46
JSWCEMENT.NS,-3.89,2.64,4.27,8.49,-8.16,0.3421,12.48,6.8020000000000005,24.82,54.43
TIGERLOGS.NS,-6.9,-23.01,3.74,13.99,-10.64,0.6688,5.59,9.89,20.92,54.41
MANAV.NS,-4.99,9.51,12.14,2.01,-17.13,0.4785,25.37,6.062,4.2,54.32
NAVKARURB.NS,28.4,28.77,24.28,-8.52,4.12,0.5712,42.51,4.600000000000002,-14.92,54.27
AKSHAR.NS,0.82,-5.96,-1.92,20.72,2.74,0.4773,-4.02,11.663999999999998,43.41,54.11
GLOBAL.NS,3.56,-8.62,5.11,9.76,-1.55,0.4929,10.37,7.9,19.8,54.06
SPECTSTM.NS,29.2,18.83,8.19,8.65,21.01,0.7719,10.61,8.466000000000001,11.21,54.05
SUYOG.NS,2.1,-3.59,0.44,16.94,1.66,0.524,0.84,10.34,32.33,54.03
ORKLAINDIA.NS,0.44,-2.92,0.11,12.76,0.33,0.2729,0.4,7.699999999999999,46.76,54.01
MITTAL.NS,-8.88,10.91,7.57,7.88,-16.45,0.6154,12.3,7.756,12.8,53.98
FELIX.NS,-7.97,-9.19,4.31,10.21,-12.28,0.4754,9.07,7.8500000000000005,21.48,53.93
IPCALAB.NS,-2.38,-0.99,5.84,5.09,-8.22,0.254,22.99,5.39,20.04,53.92
HGS.NS,1.68,-3.21,-1.14,15.91,2.82,0.3147,-3.62,9.09,50.56,53.92
MAGSON.NS,-6.53,-1.8,-8.04,32.41,1.51,0.3936,-20.43,16.229999999999997,82.34,53.91
KAMDHENU.NS,-3.94,-11.19,5.43,9.01,-9.37,0.49,11.08,7.577999999999999,18.39,53.82
LAL.NS,10.01,10.88,5.17,9.75,4.84,0.5248,9.85,7.917999999999999,18.58,53.68
DWARKESH.NS,3.06,-7.27,-4.44,25.55,7.5,0.4897,-9.07,13.554,52.17,53.62
SHREDIGCEM.NS,4.0,-2.1,1.89,12.21,2.11,0.3977,4.75,8.082,30.7,53.61
JTLIND.NS,-1.15,-16.25,4.24,13.07,-5.39,0.7442,5.7,9.538,17.56,53.56
PRITIKAUTO.NS,0.61,-1.7,2.91,11.47,-2.3,0.4499,6.47,8.046000000000001,25.49,53.54
SJLOGISTIC.NS,5.22,6.76,2.84,14.0,2.38,0.6199,4.58,9.536,22.58,53.54
LATENTVIEW.NS,4.45,7.94,9.63,4.52,-5.18,0.5461,17.63,6.564,8.28,53.5
BOSCHLTD.NS,4.88,1.14,2.9,9.54,1.98,0.3438,8.44,6.8839999999999995,27.75,53.44
TTKHLTCARE.NS,1.05,1.6,4.41,8.82,-3.36,0.4197,10.51,7.056,21.02,53.38
TSFINV.NS,1.05,1.6,4.41,8.82,-3.36,0.4197,10.51,7.056,21.02,53.38
