Symbol,MULTI_FACTOR_SCORE,ENTRY_SCORE,EXPECTED_RETURN_30D,CONVICTION,CONVICTION_SCORE,CONVICTION_RANK
ONGC,35.6,0.0,6.96,LOW,26.17,1987
HOMEFIRST,35.18,0.0,7.06,LOW,26.17,1988
ANKITMETAL,35.4,0.0,7.0,LOW,26.16,1989
GENUSPAPER,35.94,0.0,6.87,LOW,26.15,1990
TVTODAY,35.27,0.0,7.01,LOW,26.13,1991
JIOFIN,35.32,0.0,6.99,LOW,26.11,1992
QUICKTOUCH,18.92,2.0,5.79,LOW,26.07,1993
RACE,35.54,0.0,6.91,LOW,26.06,1994
DESTINY,35.68,0.0,6.87,LOW,26.05,1995
KSOLVES,36.38,0.0,6.7,LOW,26.04,1996
NUCLEUS,35.6,0.0,6.88,LOW,26.03,1997
TARC,35.25,0.0,6.96,LOW,26.03,1998
INDIANB,18.22,2.0,5.88,LOW,25.94,1999
TEXMOPIPES,35.13,0.0,6.93,LOW,25.93,2000
JKIL,34.81,0.0,7.0,LOW,25.92,2001
BESTAGRO,35.31,0.0,6.87,LOW,25.9,2002
DIGIKORE,34.69,0.0,7.0,LOW,25.88,2003
MEP,34.75,0.0,6.98,LOW,25.87,2004
MOIL,35.07,0.0,6.9,LOW,25.86,2005
SCHAND,34.47,0.0,7.04,LOW,25.86,2006
GSFC,34.79,0.0,6.95,LOW,25.83,2007
UNIINFO,18.4,2.0,5.77,LOW,25.82,2008
UGROCAP,18.39,2.0,5.77,LOW,25.82,2009
STANLEY,34.27,0.0,7.06,LOW,25.81,2010
URBAN,34.54,0.0,6.99,LOW,25.8,2011
KHAICHEM,35.08,0.0,6.86,LOW,25.79,2012
TRIDENT,34.53,0.0,6.99,LOW,25.79,2013
AIIL,34.27,0.0,7.02,LOW,25.74,2014
DOMS,34.85,0.0,6.88,LOW,25.73,2015
AEGISVOPAK,34.99,0.0,6.84,LOW,25.72,2016
JUBLCPL,34.38,0.0,6.97,LOW,25.7,2017
AARTECH,35.53,0.0,6.68,LOW,25.66,2018
SOMICONVEY,34.79,0.0,6.85,LOW,25.66,2019
SILINV,34.59,0.0,6.89,LOW,25.65,2020
VINATIORGA,34.22,0.0,6.98,LOW,25.65,2021
AWHCL,34.65,0.0,6.87,LOW,25.64,2022
LGBBROSLTD,18.19,2.0,5.71,LOW,25.64,2023
APS,34.6,0.0,6.88,LOW,25.63,2024
DEVYANI,33.87,0.0,7.05,LOW,25.63,2025
MKPL,34.12,0.0,6.96,LOW,25.58,2026
ABLBL,34.13,0.0,6.95,LOW,25.57,2027
EVERESTIND,34.38,0.0,6.89,LOW,25.56,2028
TARAPUR,19.17,2.0,5.43,LOW,25.55,2029
POWERGRID,34.68,0.0,6.8,LOW,25.53,2030
ARIES,34.64,0.0,6.8,LOW,25.51,2031
HATHWAY,34.18,0.0,6.9,LOW,25.5,2032
ASHOKLEY,18.37,2.0,5.58,LOW,25.49,2033
PRECISION,33.41,0.0,7.07,LOW,25.48,2034
BSOFT,34.83,0.0,6.72,LOW,25.45,2035
MUKKA,33.98,0.0,6.92,LOW,25.45,2036
KAVDEFENCE,34.71,0.0,6.74,LOW,25.44,2037
UNIONBANK,17.48,2.0,5.74,LOW,25.4,2038
PAKKA,34.36,0.0,6.78,LOW,25.37,2039
CENTEXT,34.1,0.0,6.84,LOW,25.37,2040
ARIHANTCAP,16.79,2.0,5.88,LOW,25.37,2041
CCHHL,34.22,0.0,6.8,LOW,25.35,2042
ELDEHSG,33.91,0.0,6.87,LOW,25.34,2043
AROGRANITE,34.25,0.0,6.78,LOW,25.32,2044
RITES,34.02,0.0,6.83,LOW,25.32,2045
BAJAJHFL,33.72,0.0,6.86,LOW,25.25,2046
HAVISHA,33.54,0.0,6.89,LOW,25.23,2047
KSB,34.56,0.0,6.64,LOW,25.21,2048
PNB,16.58,2.0,5.83,LOW,25.2,2049
BANKBARODA,16.15,2.0,5.93,LOW,25.2,2050
REFRACTORY,18.76,2.0,5.28,LOW,25.13,2051
CANBK,16.53,2.0,5.8,LOW,25.13,2052
RAJESHEXPO,17.28,2.0,5.62,LOW,25.12,2053
RGL,33.58,0.0,6.81,LOW,25.11,2054
TRIDHYA,16.71,2.0,5.75,LOW,25.11,2055
MAKS,33.21,0.0,6.89,LOW,25.1,2056
EPL,33.45,0.0,6.83,LOW,25.09,2057
INDOFARM,33.89,0.0,6.72,LOW,25.08,2058
GSTL,33.21,0.0,6.88,LOW,25.08,2059
TRU,33.13,0.0,6.88,LOW,25.05,2060
DCMSRIND,32.98,0.0,6.92,LOW,25.05,2061
UNOMINDA,33.07,0.0,6.89,LOW,25.04,2062
POLYSIL,18.2,2.0,5.36,LOW,25.04,2063
AGROPHOS,33.23,0.0,6.83,LOW,25.0,2064
KOTAKBANK,32.81,0.0,6.93,LOW,25.0,2065
ADROITINFO,33.51,0.0,6.75,LOW,24.98,2066
LOVABLE,32.74,0.0,6.93,LOW,24.98,2067
CONTROLPR,33.23,0.0,6.8,LOW,24.95,2068
SMSPHARMA,33.85,0.0,6.64,LOW,24.92,2069
NKIND,32.55,0.0,6.94,LOW,24.92,2070
JINDALPHOT,16.52,2.0,5.68,LOW,24.92,2071
DHUNINV,16.54,2.0,5.67,LOW,24.91,2072
ESG,32.61,0.0,6.91,LOW,24.89,2073
SRD,32.84,0.0,6.85,LOW,24.88,2074
EICHERMOT,32.73,0.0,6.87,LOW,24.87,2075
PROSTARM,33.19,0.0,6.76,LOW,24.86,2076
TRACXN,33.18,0.0,6.74,LOW,24.83,2077
ORIENTTECH,33.1,0.0,6.76,LOW,24.83,2078
AGNI,32.89,0.0,6.8,LOW,24.81,2079
CELEBRITY,32.46,0.0,6.89,LOW,24.8,2080
SHANTI,32.79,0.0,6.8,LOW,24.77,2081
GLOBUSSPR,33.07,0.0,6.72,LOW,24.75,2082
REPRO,32.76,0.0,6.78,LOW,24.73,2083
BASILIC,32.52,0.0,6.84,LOW,24.73,2084
INDOUS,16.42,2.0,5.59,LOW,24.72,2085
ORIENTPPR,32.58,0.0,6.81,LOW,24.71,2086
SARDAEN,32.87,0.0,6.73,LOW,24.69,2087
ZENITHEXPO,32.65,0.0,6.78,LOW,24.68,2088
HEG,32.81,0.0,6.72,LOW,24.64,2089
RAMKY,33.03,0.0,6.66,LOW,24.63,2090
ALEMBICLTD,32.02,0.0,6.87,LOW,24.59,2091
PAYTM,32.19,0.0,6.83,LOW,24.58,2092
REPCOHOME,31.93,0.0,6.87,LOW,24.55,2093
ALGOQUANT,31.89,0.0,6.88,LOW,24.55,2094
BANKINDIA,14.77,2.0,5.85,LOW,24.51,2095
DAMCAPITAL,31.8,0.0,6.86,LOW,24.48,2096
MASON,18.08,2.0,5.06,LOW,24.48,2097
BLACKBUCK,33.09,0.0,6.54,LOW,24.45,2098
HALDER,32.17,0.0,6.75,LOW,24.44,2099
POKARNA,32.15,0.0,6.74,LOW,24.41,2100
DVL,31.4,0.0,6.91,LOW,24.41,2101
NIACL,31.82,0.0,6.81,LOW,24.4,2102
OMAXE,31.59,0.0,6.86,LOW,24.4,2103
RAMAPHO,32.65,0.0,6.61,LOW,24.39,2104
NIRAJ,31.87,0.0,6.79,LOW,24.39,2105
INDIACEM,31.85,0.0,6.79,LOW,24.38,2106
DIGITIDE,32.18,0.0,6.71,LOW,24.37,2107
AKI,31.74,0.0,6.81,LOW,24.37,2108
ODIGMA,16.25,2.0,5.4,LOW,24.33,2109
CDSL,32.03,0.0,6.71,LOW,24.31,2110
KOTARISUG,31.97,0.0,6.7,LOW,24.27,2111
SIRCA,31.75,0.0,6.74,LOW,24.25,2112
SNOWMAN,32.07,0.0,6.63,LOW,24.19,2113
MAGNUM,31.54,0.0,6.75,LOW,24.19,2114
NIRMAN,31.34,0.0,6.8,LOW,24.19,2115
3PLAND,31.95,0.0,6.65,LOW,24.18,2116
BDL,31.73,0.0,6.69,LOW,24.16,2117
SKFINDIA,31.3,0.0,6.79,LOW,24.16,2118
SUVIDHAA,32.26,0.0,6.56,LOW,24.15,2119
BBTC,31.32,0.0,6.77,LOW,24.13,2120
EDELWEISS,31.17,0.0,6.8,LOW,24.13,2121
AARTISURF,31.09,0.0,6.82,LOW,24.13,2122
MUTHOOTFIN,31.25,0.0,6.77,LOW,24.11,2123
BAJAJHCARE,32.1,0.0,6.57,LOW,24.1,2124
CAMLINFINE,30.55,0.0,6.92,LOW,24.08,2125
CUB,31.3,0.0,6.74,LOW,24.07,2126
LTF,30.74,0.0,6.85,LOW,24.04,2127
EMMBI,30.88,0.0,6.81,LOW,24.03,2128
IPSL,13.85,2.0,5.72,LOW,23.92,2129
ANTGRAPHIC,31.06,0.0,6.69,LOW,23.89,2130
NBIFIN,31.0,0.0,6.7,LOW,23.89,2131
MAANALU,30.86,0.0,6.72,LOW,23.86,2132
VIKASECO,30.99,0.0,6.68,LOW,23.85,2133
ABREL,31.05,0.0,6.65,LOW,23.82,2134
KFINTECH,31.58,0.0,6.51,LOW,23.79,2135
MEGAFLEX,31.3,0.0,6.57,LOW,23.78,2136
CIEINDIA,30.67,0.0,6.71,LOW,23.77,2137
PATELENG,30.59,0.0,6.73,LOW,23.77,2138
TI,30.54,0.0,6.72,LOW,23.74,2139
SHREYANIND,31.37,0.0,6.52,LOW,23.73,2140
KDL,31.03,0.0,6.57,LOW,23.67,2141
TNPETRO,30.18,0.0,6.76,LOW,23.66,2142
EUREKAFORB,30.26,0.0,6.73,LOW,23.64,2143
FLAIR,30.9,0.0,6.56,LOW,23.61,2144
DTIL,30.08,0.0,6.75,LOW,23.6,2145
MONOPHARMA,30.91,0.0,6.55,LOW,23.59,2146
TORNTPOWER,30.53,0.0,6.63,LOW,23.58,2147
TITAN,30.46,0.0,6.64,LOW,23.57,2148
MHHL,30.05,0.0,6.74,LOW,23.57,2149
ARENTERP,30.52,0.0,6.62,LOW,23.56,2150
SUNCLAY,30.41,0.0,6.64,LOW,23.55,2151
SAHANA,30.16,0.0,6.69,LOW,23.53,2152
DENTA,30.73,0.0,6.54,LOW,23.5,2153
SAPPHIRE,29.92,0.0,6.72,LOW,23.49,2154
UTIAMC,30.02,0.0,6.67,LOW,23.44,2155
LEXUS,15.09,2.0,5.15,LOW,23.44,2156
ACI,30.25,0.0,6.57,LOW,23.36,2157
TAC,31.61,0.0,6.24,LOW,23.34,2158
SHIVALIK,29.65,0.0,6.69,LOW,23.33,2159
FINOPB,13.49,2.0,5.44,LOW,23.29,2160
BEL,30.12,0.0,6.55,LOW,23.28,2161
CORALFINAC,29.9,0.0,6.6,LOW,23.27,2162
BAIDFIN,29.42,0.0,6.69,LOW,23.24,2163
SUNDARAM,29.45,0.0,6.68,LOW,23.23,2164
CROWN,29.72,0.0,6.59,LOW,23.19,2165
INDIANHUME,29.52,0.0,6.63,LOW,23.17,2166
HUHTAMAKI,29.79,0.0,6.56,LOW,23.16,2167
CAPACITE,30.04,0.0,6.47,LOW,23.11,2168
SULA,29.33,0.0,6.64,LOW,23.11,2169
IRCON,29.7,0.0,6.53,LOW,23.07,2170
SHALPAINTS,29.01,0.0,6.64,LOW,22.99,2171
BRIGADE,29.54,0.0,6.51,LOW,22.98,2172
NIRAJISPAT,29.04,0.0,6.62,LOW,22.96,2173
CANHLIFE,28.96,0.0,6.63,LOW,22.95,2174
GMBREW,28.68,0.0,6.69,LOW,22.94,2175
PCJEWELLER,28.67,0.0,6.69,LOW,22.94,2176
JAINREC,29.26,0.0,6.55,LOW,22.93,2177
AHLADA,29.77,0.0,6.41,LOW,22.9,2178
AUROIMPEX,29.8,0.0,6.38,LOW,22.86,2179
ABCOTS,16.6,2.0,4.42,LOW,22.79,2180
THEJO,29.21,0.0,6.45,LOW,22.74,2181
PILANIINVS,28.62,0.0,6.58,LOW,22.73,2182
SANDESH,28.07,0.0,6.69,LOW,22.7,2183
ESSARSHPNG,29.22,0.0,6.41,LOW,22.68,2184
FISCHER,29.14,0.0,6.43,LOW,22.68,2185
CONCOR,28.5,0.0,6.58,LOW,22.68,2186
GEEKAYWIRE,28.86,0.0,6.48,LOW,22.65,2187
CCCL,29.3,0.0,6.34,LOW,22.59,2188
ANDHRAPAP,28.4,0.0,6.55,LOW,22.59,2189
INTERARCH,28.51,0.0,6.52,LOW,22.58,2190
TIMETECHNO,28.52,0.0,6.51,LOW,22.57,2191
GODREJAGRO,28.02,0.0,6.63,LOW,22.57,2192
VR,28.68,0.0,6.45,LOW,22.53,2193
VIKASLIFE,28.12,0.0,6.56,LOW,22.49,2194
ASTRAL,27.92,0.0,6.57,LOW,22.43,2195
GENCON,28.2,0.0,6.5,LOW,22.42,2196
SAURASHCEM,27.89,0.0,6.57,LOW,22.42,2197
CPEDU,27.88,0.0,6.57,LOW,22.41,2198
DEN,27.82,0.0,6.57,LOW,22.39,2199
ICRA,27.26,0.0,6.66,LOW,22.32,2200
LCCINFOTEC,28.01,0.0,6.45,LOW,22.26,2201
TVSHLTD,27.55,0.0,6.54,LOW,22.23,2202
PARASPETRO,27.54,0.0,6.49,LOW,22.14,2203
COUNCODOS,27.59,0.0,6.47,LOW,22.13,2204
GLAXO,27.55,0.0,6.45,LOW,22.08,2205
AJOONI,26.76,0.0,6.63,LOW,22.07,2206
GODAVARIB,27.73,0.0,6.39,LOW,22.05,2207
MCON,28.18,0.0,6.28,LOW,22.04,2208
MOLDTECH,27.91,0.0,6.33,LOW,22.02,2209
EIHAHOTELS,26.98,0.0,6.55,LOW,22.02,2210
HITECHGEAR,27.03,0.0,6.53,LOW,22.01,2211
DNAMEDIA,18.78,1.0,5.96,LOW,22.01,2212
PENTAGON,27.08,0.0,6.5,LOW,21.97,2213
ZAGGLE,28.32,0.0,6.2,LOW,21.96,2214
NDGL,26.5,0.0,6.61,LOW,21.93,2215
CELLO,27.34,0.0,6.41,LOW,21.92,2216
ITC,26.5,0.0,6.58,LOW,21.88,2217
VIVIMEDLAB,27.75,0.0,6.27,LOW,21.85,2218
TARMAT,27.4,0.0,6.32,LOW,21.79,2219
DREAMFOLKS,27.16,0.0,6.36,LOW,21.77,2220
MADHAVBAUG,26.95,0.0,6.41,LOW,21.77,2221
IRCTC,26.62,0.0,6.49,LOW,21.77,2222
AMJLAND,27.05,0.0,6.35,LOW,21.71,2223
TOLINS,26.74,0.0,6.42,LOW,21.7,2224
IGCL,26.37,0.0,6.5,LOW,21.69,2225
RELTD,27.04,0.0,6.34,LOW,21.68,2226
NDL,26.31,0.0,6.51,LOW,21.68,2227
IRFC,26.3,0.0,6.51,LOW,21.68,2228
ORICONENT,26.49,0.0,6.46,LOW,21.67,2229
SUBROS,26.47,0.0,6.46,LOW,21.66,2230
SDBL,26.28,0.0,6.49,LOW,21.64,2231
PAUSHAKLTD,26.68,0.0,6.39,LOW,21.63,2232
IXIGO,26.29,0.0,6.47,LOW,21.61,2233
GREENPANEL,26.7,0.0,6.37,LOW,21.6,2234
ARCHIES,25.8,0.0,6.54,LOW,21.53,2235
CONTI,18.04,1.0,5.84,LOW,21.51,2236
PETRONET,26.06,0.0,6.46,LOW,21.5,2237
PROLIFE,25.82,0.0,6.51,LOW,21.49,2238
HBSL,26.29,0.0,6.37,LOW,21.44,2239
VILAS,26.14,0.0,6.4,LOW,21.43,2240
RECLTD,26.13,0.0,6.4,LOW,21.42,2241
INDIAMART,25.81,0.0,6.46,LOW,21.4,2242
PRITI,26.39,0.0,6.32,LOW,21.39,2243
RUDRA,26.97,0.0,6.18,LOW,21.38,2244
MAXPOSURE,26.18,0.0,6.34,LOW,21.34,2245
TECHLABS,26.28,0.0,6.29,LOW,21.29,2246
MOL,25.83,0.0,6.38,LOW,21.27,2247
CCAVENUE,26.14,0.0,6.3,LOW,21.26,2248
ORIENTCEM,25.5,0.0,6.45,LOW,21.26,2249
ALLETEC,26.24,0.0,6.27,LOW,21.24,2250
CINELINE,25.78,0.0,6.36,LOW,21.21,2251
INDBANK,25.29,0.0,6.46,LOW,21.19,2252
NAGAFERT,25.85,0.0,6.32,LOW,21.17,2253
NOVAAGRI,25.48,0.0,6.4,LOW,21.16,2254
CEATLTD,25.77,0.0,6.31,LOW,21.13,2255
VERITAAS,25.8,0.0,6.3,LOW,21.12,2256
SIKKO,26.07,0.0,6.23,LOW,21.11,2257
WHIRLPOOL,25.17,0.0,6.44,LOW,21.11,2258
DCBBANK,25.16,0.0,6.44,LOW,21.1,2259
KRSNAA,25.97,0.0,6.24,LOW,21.09,2260
SHIVAMAUTO,25.5,0.0,6.34,LOW,21.07,2261
INNOVANA,25.91,0.0,6.21,LOW,21.01,2262
HDBFS,24.6,0.0,6.51,LOW,21.0,2263
MAXHEALTH,25.13,0.0,6.38,LOW,20.99,2264
BFSI,24.88,0.0,6.44,LOW,20.99,2265
SUMMITSEC,25.0,0.0,6.39,LOW,20.95,2266
MIRZAINT,25.07,0.0,6.35,LOW,20.91,2267
TFL,24.36,0.0,6.51,LOW,20.9,2268
STEELCITY,24.74,0.0,6.4,LOW,20.87,2269
MRF,24.96,0.0,6.34,LOW,20.85,2270
THOMASCOOK,25.46,0.0,6.2,LOW,20.81,2271
TRF,25.23,0.0,6.23,LOW,20.77,2272
EIHOTEL,24.67,0.0,6.36,LOW,20.77,2273
PARKHOTELS,24.17,0.0,6.47,LOW,20.76,2274
GOYALSALT,24.83,0.0,6.31,LOW,20.75,2275
CSBBANK,24.56,0.0,6.37,LOW,20.74,2276
HILINFRA,25.37,0.0,6.16,LOW,20.71,2277
ORIANA,25.19,0.0,6.2,LOW,20.7,2278
KIRIINDUS,24.36,0.0,6.36,LOW,20.65,2279
LFIC,14.41,2.0,3.66,LOW,20.61,2280
PRAMARA,15.01,2.0,3.5,LOW,20.58,2281
PFIZER,24.12,0.0,6.37,LOW,20.57,2282
ABAN,25.55,0.0,6.02,LOW,20.54,2283
RAJOOENG,25.11,0.0,6.12,LOW,20.54,2284
ISHAN,24.34,0.0,6.3,LOW,20.54,2285
VASCONEQ,24.87,0.0,6.17,LOW,20.53,2286
RAJRILTD,23.82,0.0,6.39,LOW,20.48,2287
OSWALAGRO,24.45,0.0,6.23,LOW,20.46,2288
TRANSRAILL,24.74,0.0,6.15,LOW,20.44,2289
AXISBANK,23.62,0.0,6.38,LOW,20.39,2290
TPHQ,24.41,0.0,6.19,LOW,20.38,2291
AGRITECH,24.04,0.0,6.25,LOW,20.33,2292
NILASPACES,23.78,0.0,6.3,LOW,20.31,2293
BANARBEADS,23.42,0.0,6.38,LOW,20.31,2294
MAL,23.67,0.0,6.32,LOW,20.3,2295
ICICIGI,23.46,0.0,6.36,LOW,20.29,2296
EIDPARRY,24.05,0.0,6.21,LOW,20.27,2297
UJJIVANSFB,23.52,0.0,6.32,LOW,20.24,2298
INOXWIND,24.0,0.0,6.17,LOW,20.18,2299
DALBHARAT,23.82,0.0,6.21,LOW,20.17,2300
M&MFIN,23.55,0.0,6.27,LOW,20.17,2301
KKCL,23.43,0.0,6.3,LOW,20.17,2302
DOLLAR,23.13,0.0,6.35,LOW,20.14,2303
KEC,24.02,0.0,6.13,LOW,20.12,2304
SESHAPAPER,23.96,0.0,6.14,LOW,20.11,2305
ZEAL,24.56,0.0,5.97,LOW,20.06,2306
PIIND,23.67,0.0,6.17,LOW,20.05,2307
PURVFLEXI,23.85,0.0,6.12,LOW,20.03,2308
SHK,23.54,0.0,6.19,LOW,20.03,2309
TECHNOE,23.47,0.0,6.21,LOW,20.03,2310
RAYMONDLSL,23.13,0.0,6.27,LOW,20.0,2311
STUDDS,23.13,0.0,6.27,LOW,20.0,2312
CHEMPLASTS,23.05,0.0,6.29,LOW,20.0,2313
MALLCOM,23.4,0.0,6.19,LOW,19.97,2314
MSUMI,22.58,0.0,6.38,LOW,19.97,2315
ASIANTILES,24.1,0.0,6.02,LOW,19.96,2316
M&M,22.74,0.0,6.33,LOW,19.95,2317
PENINLAND,24.21,0.0,5.98,LOW,19.94,2318
HMAAGRO,22.68,0.0,6.34,LOW,19.94,2319
TAPIFRUIT,23.13,0.0,6.23,LOW,19.93,2320
TVSMOTOR,23.09,0.0,6.24,LOW,19.93,2321
MAPMYINDIA,23.84,0.0,6.06,LOW,19.92,2322
SALASAR,23.11,0.0,6.22,LOW,19.91,2323
ITCHOTELS,22.61,0.0,6.33,LOW,19.9,2324
HINDUNILVR,22.63,0.0,6.32,LOW,19.89,2325
SCODATUBES,23.67,0.0,6.05,LOW,19.84,2326
ELIN,22.77,0.0,6.24,LOW,19.81,2327
VIRINCHI,23.69,0.0,6.0,LOW,19.76,2328
PRUDMOULI,22.92,0.0,6.18,LOW,19.76,2329
GLOBE,22.66,0.0,6.24,LOW,19.76,2330
ECOSMOBLTY,22.77,0.0,6.21,LOW,19.75,2331
HAVELLS,22.9,0.0,6.16,LOW,19.72,2332
IOB,22.2,0.0,6.32,LOW,19.71,2333
BELLACASA,23.07,0.0,6.11,LOW,19.7,2334
CRISIL,22.43,0.0,6.23,LOW,19.65,2335
APOLLOTYRE,22.85,0.0,6.12,LOW,19.63,2336
SHRENIK,22.38,0.0,6.22,LOW,19.61,2337
TATACAP,22.38,0.0,6.19,LOW,19.56,2338
CENTRUM,22.4,0.0,6.18,LOW,19.55,2339
INVENTURE,21.74,0.0,6.33,LOW,19.55,2340
HISARMETAL,22.27,0.0,6.19,LOW,19.52,2341
EPACK,22.34,0.0,6.17,LOW,19.51,2342
ACC,21.94,0.0,6.26,LOW,19.51,2343
SYMPHONY,22.64,0.0,6.09,LOW,19.5,2344
DECCANCE,22.35,0.0,6.16,LOW,19.5,2345
BLUEDART,22.63,0.0,6.09,LOW,19.49,2346
ADVANCE,22.2,0.0,6.19,LOW,19.49,2347
WEL,22.76,0.0,6.04,LOW,19.46,2348
GULFOILLUB,21.79,0.0,6.25,LOW,19.43,2349
ICICIBANK,21.74,0.0,6.25,LOW,19.41,2350
GNA,22.58,0.0,6.05,LOW,19.4,2351
KAYNES,23.59,0.0,5.79,LOW,19.36,2352
USASEEDS,22.26,0.0,6.1,LOW,19.36,2353
RVHL,22.36,0.0,6.07,LOW,19.35,2354
SANOFI,22.43,0.0,6.05,LOW,19.34,2355
AJMERA,21.42,0.0,6.27,LOW,19.32,2356
GMMPFAUDLR,22.6,0.0,5.99,LOW,19.31,2357
HIGREEN,22.17,0.0,6.09,LOW,19.31,2358
MAHLOG,22.88,0.0,5.92,LOW,19.3,2359
LANDSMILL,22.83,0.0,5.93,LOW,19.3,2360
RENUKA,22.52,0.0,5.97,LOW,19.24,2361
TRANSTEEL,22.32,0.0,6.01,LOW,19.23,2362
AUTOAXLES,21.47,0.0,6.2,LOW,19.22,2363
HEROMOTOCO,21.38,0.0,6.22,LOW,19.21,2364
NURECA,21.81,0.0,6.11,LOW,19.2,2365
CHOLAHLDNG,21.33,0.0,6.22,LOW,19.19,2366
MAITREYA,21.24,0.0,6.24,LOW,19.19,2367
PSB,21.12,0.0,6.24,LOW,19.15,2368
ALOKINDS,21.89,0.0,6.05,LOW,19.13,2369
CUBEXTUB,21.5,0.0,6.14,LOW,19.13,2370
VISAMAN,21.29,0.0,6.19,LOW,19.13,2371
JISLJALEQS,21.87,0.0,6.05,LOW,19.12,2372
REXPIPES,21.9,0.0,6.04,LOW,19.11,2373
GRETEX,22.28,0.0,5.94,LOW,19.09,2374
RADHIKAJWE,22.02,0.0,5.99,LOW,19.08,2375
HERANBA,21.95,0.0,6.0,LOW,19.07,2376
ENFUSE,21.15,0.0,6.19,LOW,19.07,2377
SHREERAMA,21.17,0.0,6.18,LOW,19.06,2378
TIL,21.82,0.0,6.0,LOW,19.01,2379
SWIGGY,21.32,0.0,6.11,LOW,19.0,2380
SBILIFE,20.94,0.0,6.2,LOW,19.0,2381
SATIA,21.89,0.0,5.97,LOW,18.99,2382
PHANTOMFX,22.43,0.0,5.84,LOW,18.98,2383
RALLIS,21.44,0.0,6.05,LOW,18.95,2384
RPSGVENT,22.4,0.0,5.81,LOW,18.92,2385
DUCOL,21.34,0.0,6.06,LOW,18.92,2386
SATIPOLY,21.13,0.0,6.1,LOW,18.91,2387
WCIL,21.08,0.0,6.1,LOW,18.89,2388
ULTRACEMCO,20.45,0.0,6.23,LOW,18.86,2389
JTEKTINDIA,20.52,0.0,6.2,LOW,18.84,2390
JUNIPER,20.52,0.0,6.2,LOW,18.84,2391
PRAXIS,21.01,0.0,6.08,LOW,18.83,2392
NAMAN,21.51,0.0,5.94,LOW,18.79,2393
SYSTMTXC,20.79,0.0,6.11,LOW,18.79,2394
UEL,22.3,0.0,5.74,LOW,18.76,2395
ASMS,22.0,0.0,5.81,LOW,18.76,2396
CHAVDA,20.94,0.0,6.06,LOW,18.76,2397
TREJHARA,21.75,0.0,5.86,LOW,18.75,2398
AQYLON,19.46,0.0,6.39,LOW,18.74,2399
DEVX,20.66,0.0,6.1,LOW,18.72,2400
TOTAL,20.83,0.0,6.05,LOW,18.7,2401
EXXARO,20.69,0.0,6.07,LOW,18.68,2402
BLUESTARCO,21.37,0.0,5.9,LOW,18.66,2403
VSTTILLERS,21.09,0.0,5.95,LOW,18.64,2404
KHADIM,20.24,0.0,6.15,LOW,18.64,2405
RAMANEWS,21.34,0.0,5.88,LOW,18.62,2406
LGHL,20.81,0.0,5.98,LOW,18.58,2407
BOHRAIND,20.09,0.0,6.15,LOW,18.58,2408
OSWALSEEDS,20.87,0.0,5.96,LOW,18.57,2409
EMAMILTD,20.66,0.0,6.01,LOW,18.57,2410
JKLAKSHMI,20.86,0.0,5.96,LOW,18.56,2411
BRITANNIA,20.44,0.0,6.06,LOW,18.56,2412
DRONE,22.12,0.0,5.66,LOW,18.55,2413
JPOLYINVST,20.62,0.0,6.01,LOW,18.55,2414
KALYANKJIL,21.16,0.0,5.88,LOW,18.54,2415
GLOBECIVIL,21.12,0.0,5.88,LOW,18.53,2416
SINTERCOM,20.55,0.0,6.01,LOW,18.52,2417
BATAINDIA,20.52,0.0,6.0,LOW,18.49,2418
PGEL,21.56,0.0,5.75,LOW,18.48,2419
EFORCE,21.29,0.0,5.8,LOW,18.46,2420
XELPMOC,20.88,0.0,5.89,LOW,18.45,2421
AVANTIFEED,20.7,0.0,5.9,LOW,18.39,2422
PFOCUS,21.61,0.0,5.68,LOW,18.38,2423
OSWALGREEN,20.48,0.0,5.94,LOW,18.37,2424
QUESTLAB,20.65,0.0,5.88,LOW,18.34,2425
BAJAJFINSV,19.26,0.0,6.19,LOW,18.32,2426
MFSL,19.14,0.0,6.22,LOW,18.32,2427
ORCHASP,20.31,0.0,5.94,LOW,18.31,2428
WESTLIFE,19.77,0.0,6.07,LOW,18.31,2429
POONAWALLA,19.25,0.0,6.17,LOW,18.28,2430
VPRPL,20.6,0.0,5.85,LOW,18.27,2431
SAMBHAAV,19.33,0.0,6.14,LOW,18.26,2432
RUSHIL,19.59,0.0,6.07,LOW,18.24,2433
NIDAN,20.04,0.0,5.96,LOW,18.23,2434
SUPREME,20.31,0.0,5.86,LOW,18.17,2435
BORANA,20.18,0.0,5.89,LOW,18.17,2436
MUTHOOTCAP,19.06,0.0,6.14,LOW,18.15,2437
EMMIL,20.63,0.0,5.76,LOW,18.13,2438
INDOTHAI,20.6,0.0,5.77,LOW,18.13,2439
BAJAJELEC,20.34,0.0,5.83,LOW,18.13,2440
BTML,18.65,0.0,6.17,LOW,18.04,2441
A2ZINFRA,20.57,0.0,5.72,LOW,18.03,2442
BPCL,19.5,0.0,5.96,LOW,18.02,2443
PINELABS,21.32,0.0,5.52,LOW,17.99,2444
CANTABIL,19.66,0.0,5.88,LOW,17.94,2445
GANGAFORGE,20.58,0.0,5.66,LOW,17.93,2446
JUBLFOOD,18.97,0.0,6.03,LOW,17.93,2447
BECTORFOOD,19.05,0.0,5.97,LOW,17.85,2448
ESCORTS,19.92,0.0,5.75,LOW,17.83,2449
