Symbol,RS_5D,RS_15D,RS_30D,RS_60D,RS_ACCELERATION,VOL_ADJ_RS
JLHL.NS,-0.37,8.24,6.42,9.88,-6.79,24.61
NAHARINDUS.NS,3.41,-3.92,6.41,21.83,-3.0,16.34
HDFCAMC.NS,0.1,-1.83,6.4,7.73,-6.300000000000001,17.81
AURIGROW.NS,2.15,-1.31,6.38,17.35,-4.23,10.99
IIFL.NS,2.02,6.95,6.38,1.25,-4.359999999999999,15.0
JIWANRAM.NS,-6.07,4.57,6.38,14.53,-12.45,10.45
PRITIKAUTO.NS,1.21,2.66,6.37,10.8,-5.16,14.14
AAVAS.NS,-0.25,-2.94,6.37,14.71,-6.62,20.34
SURYAROSNI.NS,-2.56,-10.58,6.36,13.37,-8.92,13.81
BCG.NS,1.73,9.54,6.34,-0.52,-4.609999999999999,10.79
DELTAMAGNT.NS,0.37,0.82,6.34,7.47,-5.97,14.93
SGIL.NS,-0.67,-2.46,6.33,9.1,-7.0,14.78
AMRUTANJAN.NS,0.66,3.87,6.32,-1.23,-5.66,19.45
RBS.NS,-6.86,-8.0,6.32,19.55,-13.18,8.94
PGIL.NS,1.41,6.02,6.31,12.17,-4.8999999999999995,13.05
TEMBO.NS,4.92,5.06,6.26,23.71,-1.3399999999999999,14.97
UFO.NS,0.18,6.41,6.25,10.67,-6.07,15.71
GREENLAM.NS,-3.22,3.75,6.25,3.71,-9.47,15.35
NITCO.NS,-1.98,-4.25,6.24,31.44,-8.22,11.02
GATECHDVR.NS,-3.02,1.77,6.23,10.87,-9.25,11.97
LEMONTREE.NS,6.48,-0.25,6.2,11.88,0.28000000000000025,17.58
ZTECH.NS,-6.0,-0.63,6.2,22.24,-12.2,16.18
RICOAUTO.NS,6.73,8.49,6.19,5.05,0.54,10.41
RAMASTEEL.NS,4.92,-3.36,6.15,-20.68,-1.2300000000000004,9.74
COALINDIA.NS,-0.1,0.23,6.14,14.27,-6.239999999999999,22.22
VERTOZ.NS,5.13,-0.79,6.13,8.75,-1.0,10.04
RKFORGE.NS,0.42,-7.37,6.13,10.86,-5.71,15.15
CPS.NS,0.98,6.01,6.1,-11.51,-5.119999999999999,12.27
REPRO.NS,4.54,5.52,6.06,1.08,-1.5199999999999996,12.82
JUBLINGREA.NS,-8.44,-6.68,6.03,20.12,-14.469999999999999,14.82
3MINDIA.NS,5.59,3.96,6.02,-1.51,-0.4299999999999997,19.32
AVL.NS,-2.13,-2.31,6.01,18.31,-8.14,23.23
SETL.NS,2.42,0.86,6.0,20.26,-3.58,12.57
UGARSUGAR.NS,-2.17,-7.22,5.99,24.01,-8.16,17.5
ARIS.NS,-2.23,-9.81,5.99,15.21,-8.22,9.81
AGROPHOS.NS,9.74,8.82,5.97,7.85,3.7700000000000005,11.22
GPPL.NS,2.11,1.85,5.97,-3.17,-3.86,17.71
SELECTIPO.NS,1.16,1.58,5.96,9.41,-4.8,28.67
AURUM.NS,1.3,1.35,5.95,4.27,-4.65,15.26
ECLERX.NS,0.45,-0.84,5.95,-2.04,-5.5,12.51
KAUSHALYA.NS,-0.68,-4.21,5.93,9.63,-6.609999999999999,17.74
NIBL.NS,-1.36,-0.7,5.93,4.87,-7.29,8.67
MOBIKWIK.NS,1.39,-1.86,5.92,4.03,-4.53,10.65
CORONA.NS,-4.27,-2.34,5.92,11.72,-10.19,16.59
COCHINSHIP.NS,0.02,-11.53,5.91,8.77,-5.890000000000001,13.58
DISHTV.NS,-3.69,-11.02,5.88,16.7,-9.57,8.73
ABB.NS,8.16,2.29,5.86,27.29,2.3,16.39
BIRLAMONEY.NS,3.89,-1.63,5.85,11.56,-1.9599999999999995,12.94
GUFICBIO.NS,12.91,12.74,5.82,23.3,7.09,16.54
BASILIC.NS,9.06,0.71,5.82,11.97,3.24,10.31
MOIPO.NS,0.86,1.87,5.81,9.52,-4.949999999999999,21.7
GARFIBRES.NS,1.2,-0.85,5.8,7.02,-4.6,14.68
JISLDVREQS.NS,10.11,4.23,5.79,17.58,4.319999999999999,11.68
WILLAMAGOR.NS,1.84,2.1,5.78,4.19,-3.9400000000000004,12.28
PFS.NS,1.27,2.44,5.76,4.64,-4.49,14.23
VMM.NS,-1.6,-0.48,5.75,4.51,-7.35,16.61
KEEPLEARN.NS,0.39,4.24,5.74,14.49,-5.3500000000000005,8.44
KANPRPLA.NS,-3.87,-4.13,5.72,12.5,-9.59,8.98
RAJESHEXPO.NS,11.2,2.94,5.68,-16.62,5.52,9.97
IMFA.NS,1.17,3.49,5.66,25.76,-4.49,10.43
BBTC.NS,0.16,0.67,5.64,-7.49,-5.4799999999999995,17.47
CENTURYPLY.NS,-0.12,-1.82,5.63,8.55,-5.75,19.15
GINNIFILA.NS,7.35,0.28,5.61,22.52,1.7399999999999993,9.94
RPOWER.NS,0.86,-3.53,5.61,15.59,-4.75,10.57
ALPA.NS,2.57,1.83,5.6,14.96,-3.03,9.82
DHUNINV.NS,-0.6,-7.82,5.6,-8.03,-6.199999999999999,11.83
TI.NS,4.47,-2.53,5.57,6.73,-1.1000000000000005,15.02
TFCILTD.NS,-1.39,-7.03,5.57,0.01,-6.96,9.15
TIRUPATIFL.NS,10.81,6.8,5.54,32.41,5.2700000000000005,10.57
EMCURE.NS,-1.53,5.81,5.54,27.91,-7.07,15.23
INDOSTAR.NS,17.26,4.36,5.51,9.29,11.750000000000002,10.08
URJA.NS,-1.13,-2.03,5.49,20.88,-6.62,11.1
HNDFDS.NS,0.8,0.96,5.48,16.67,-4.680000000000001,18.12
UNITDSPR.NS,0.34,2.73,5.48,-2.56,-5.140000000000001,20.53
PIXTRANS.NS,-1.71,1.1,5.43,9.05,-7.14,18.37
RELIGARE.NS,2.85,7.94,5.42,19.76,-2.57,12.33
NAVNETEDUL.NS,-1.15,-4.24,5.42,1.27,-6.57,12.19
DVL.NS,-0.4,-2.19,5.41,3.73,-5.8100000000000005,14.07
MARATHON.NS,-1.91,-1.24,5.41,28.55,-7.32,13.16
MEP.NS,-6.09,-10.71,5.4,-7.57,-11.49,26.93
ZFCVINDIA.NS,2.11,2.99,5.39,0.08,-3.28,15.43
IVC.NS,1.75,-2.55,5.37,8.91,-3.62,17.77
ATAM.NS,0.99,-5.57,5.37,16.21,-4.38,10.71
CONSOFINVT.NS,-1.25,4.63,5.37,2.74,-6.62,11.78
VENTIVE.NS,-0.11,1.53,5.36,-5.51,-5.470000000000001,18.5
PLATIND.NS,-0.54,-4.04,5.36,5.82,-5.9,11.34
DDEVPLSTIK.NS,0.36,-2.61,5.35,-7.37,-4.989999999999999,11.7
APEX.NS,-1.23,-3.09,5.33,9.96,-6.5600000000000005,6.98
AHLUCONT.NS,3.82,-1.09,5.32,8.94,-1.5000000000000004,13.62
STYRENIX.NS,1.68,-0.78,5.28,25.96,-3.6000000000000005,16.56
CREDITACC.NS,-1.46,-10.9,5.28,7.1,-6.74,11.91
KORE.NS,-1.97,-15.22,5.28,7.23,-7.25,9.26
IREDA.NS,1.64,-2.86,5.27,10.47,-3.63,14.82
PRECAM.NS,1.01,-2.73,5.27,15.03,-4.26,9.27
ASKAUTOLTD.NS,2.33,1.68,5.26,14.27,-2.9299999999999997,16.75
ROML.NS,-0.63,4.75,5.25,13.7,-5.88,13.64
TCPLPACK.NS,3.29,-3.41,5.2,4.01,-1.9100000000000001,12.57
DEEPINDS.NS,2.45,8.36,5.2,44.51,-2.75,10.76
MOREPENLAB.NS,-1.74,-1.31,5.19,-3.38,-6.930000000000001,10.51
INDNIPPON.NS,3.33,5.36,5.16,4.92,-1.83,13.67
SREEL.NS,1.21,6.28,5.16,2.29,-3.95,20.08
KONTOR.NS,9.23,11.18,5.14,6.02,4.090000000000001,7.21
SAHAJSOLAR.NS,1.59,-1.62,5.13,9.33,-3.54,8.14
TARC.NS,0.95,-3.22,5.13,-8.17,-4.18,10.64
LAOPALA.NS,7.18,1.05,5.12,-6.94,2.0599999999999996,18.41
EUROPRATIK.NS,-7.25,-8.35,5.12,7.72,-12.370000000000001,9.72
PETRONET.NS,4.25,0.16,5.11,-3.72,-0.8600000000000003,14.15
CTE.NS,-2.45,-4.73,5.11,7.49,-7.5600000000000005,9.03
HCL-INSYS.NS,9.35,5.5,5.09,3.9,4.26,10.79
PRAENG.NS,5.49,1.33,5.09,9.49,0.40000000000000036,8.79
BUILDPRO.NS,4.99,7.8,5.09,30.14,-0.09999999999999964,7.55
HINDCOPPER.NS,-0.9,2.67,5.09,4.82,-5.99,7.58
SHREEKARNI.NS,-0.58,-2.3,5.08,4.44,-5.66,9.97
QUESTLAB.NS,5.8,-17.83,5.07,-5.02,0.7299999999999995,7.76
INDIACEM.NS,-0.95,1.68,5.04,0.07,-5.99,13.33
CHALET.NS,-1.06,3.29,5.04,0.82,-6.1,16.46
PENIND.NS,13.74,3.0,5.01,28.81,8.73,10.0
PARADEEP.NS,0.98,2.16,5.01,16.92,-4.029999999999999,12.09
UNICHEMLAB.NS,-5.93,-6.8,5.0,6.32,-10.93,12.46
ATHERENERG.NS,4.02,8.34,4.96,45.4,-0.9400000000000004,10.98
SAMHI.NS,12.98,4.57,4.95,7.97,8.030000000000001,11.85
EICHERMOT.NS,7.19,3.28,4.95,-0.49,2.24,15.44
POLYPLEX.NS,0.68,-3.1,4.95,18.88,-4.2700000000000005,13.21
BEACON.NS,-10.82,-15.99,4.95,12.93,-15.77,7.82
SKFINDIA.NS,0.97,1.54,4.94,-5.45,-3.9700000000000006,15.27
SENCO.NS,-0.61,0.49,4.94,12.01,-5.550000000000001,10.55
STOVEKRAFT.NS,10.24,10.48,4.93,33.27,5.3100000000000005,9.85
EBGNG.NS,2.11,3.18,4.93,25.52,-2.82,9.25
LTTS.NS,-2.41,-5.55,4.93,19.26,-7.34,12.35
WEWIN.NS,-1.52,10.36,4.92,45.49,-6.4399999999999995,6.56
CRIZAC.NS,11.81,6.75,4.89,8.15,6.920000000000001,10.38
DONEAR.NS,3.52,1.43,4.89,11.43,-1.3699999999999997,12.03
ORIENTLTD.NS,1.17,-4.66,4.87,5.55,-3.7,10.8
INDHOTEL.NS,0.18,2.01,4.87,5.02,-4.69,17.39
ZODIAC.NS,1.24,-3.24,4.86,29.52,-3.62,8.07
VEEDOL.NS,-0.48,0.62,4.86,9.14,-5.34,19.91
GRSE.NS,-0.88,-10.68,4.86,16.7,-5.74,8.9
RCF.NS,5.74,2.24,4.84,10.57,0.9000000000000004,11.34
ECAPINSURE.NS,-0.51,2.99,4.84,7.31,-5.35,22.7
APLLTD.NS,-0.79,-2.28,4.83,6.82,-5.62,16.5
UWCSL.NS,-0.84,7.95,4.82,5.97,-5.66,18.96
SONAMLTD.NS,-2.34,12.25,4.8,24.01,-7.14,11.28
CONCORDBIO.NS,-2.49,-8.42,4.8,8.67,-7.29,10.78
NFL.NS,3.29,0.56,4.79,7.21,-1.5,12.36
GROBTEA.NS,2.8,-0.97,4.78,4.86,-1.9800000000000004,15.71
GOKEX.NS,0.76,3.17,4.77,3.94,-4.01,6.97
KAVDEFENCE.NS,3.88,3.58,4.76,4.41,-0.8799999999999999,7.85
WINDMACHIN.NS,3.23,-1.91,4.75,30.52,-1.52,9.94
HEIDELBERG.NS,-0.39,-1.35,4.73,1.02,-5.12,18.43
BLAL.NS,0.06,-1.18,4.71,7.05,-4.65,14.88
GMRP&UI.NS,-3.3,0.63,4.69,-1.5,-7.99,10.27
MAZDA.NS,3.73,-1.27,4.68,12.83,-0.9499999999999997,10.44
SURAKSHA.NS,-6.05,5.07,4.68,9.12,-10.73,13.74
ATLANTAA.NS,1.46,0.7,4.67,10.29,-3.21,8.27
NECLIFE.NS,0.74,3.09,4.67,8.08,-3.9299999999999997,8.59
SAPPHIRE.NS,-0.46,-1.0,4.61,-9.97,-5.07,8.59
MEDIASSIST.NS,-3.08,3.69,4.61,0.55,-7.69,10.24
UNOMINDA.NS,5.93,2.03,4.6,2.13,1.33,13.05
CLEAN.NS,-0.8,-10.38,4.6,10.87,-5.3999999999999995,13.06
DABUR.NS,-2.23,-2.77,4.59,-8.56,-6.82,18.47
GULPOLY.NS,-10.71,-4.26,4.59,24.97,-15.3,9.54
SRM.NS,6.99,1.57,4.57,32.67,2.42,8.86
AUTOAXLES.NS,-0.08,-1.24,4.57,-5.9,-4.65,12.3
TERASOFT.NS,11.43,9.81,4.56,-1.53,6.87,8.56
BPCL.NS,3.48,-0.46,4.56,-12.77,-1.0799999999999996,13.32
MADHAV.NS,-1.42,-3.66,4.56,3.13,-5.9799999999999995,8.93
EMSLIMITED.NS,4.78,-6.91,4.55,18.08,0.23000000000000043,7.79
KARURVYSYA.NS,1.55,-1.95,4.55,-6.94,-3.0,11.34
RIIL.NS,0.27,-5.15,4.55,13.51,-4.279999999999999,10.33
DAMCAPITAL.NS,-0.97,-3.53,4.55,2.96,-5.52,9.28
ATL.NS,2.34,-1.85,4.53,5.81,-2.1900000000000004,9.32
GODREJPROP.NS,2.94,-2.51,4.51,7.42,-1.5699999999999998,11.32
TIMKEN.NS,-1.56,7.46,4.5,18.83,-6.0600000000000005,13.84
CHOLAFIN.NS,2.89,-6.12,4.49,-3.21,-1.6,12.38
MUKANDLTD.NS,-1.83,3.18,4.49,17.32,-6.32,11.93
NEPHROPLUS.NS,-2.49,15.16,4.49,13.4,-6.98,9.9
SHEMAROO.NS,9.14,3.06,4.48,15.02,4.66,8.53
NDL.NS,-1.04,-1.94,4.48,1.36,-5.5200000000000005,8.42
SUTLEJTEX.NS,-3.53,-2.78,4.48,21.01,-8.01,9.4
WEIZMANIND.NS,0.9,-5.37,4.47,6.21,-3.57,10.45
ANANTRAJ.NS,2.93,-7.07,4.46,-0.61,-1.5299999999999998,8.61
ALGOQUANT.NS,-3.2,-1.39,4.46,0.93,-7.66,12.42
JHS.NS,7.64,5.52,4.45,2.17,3.1899999999999995,6.98
CLSEL.NS,5.38,-2.89,4.44,9.78,0.9399999999999995,8.79
AMBER.NS,5.51,-11.69,4.42,0.8,1.0899999999999999,8.91
KALYANIFRG.NS,2.25,5.01,4.4,7.9,-2.1500000000000004,12.75
NAVKARCORP.NS,2.36,-0.45,4.38,11.73,-2.02,9.87
KOKUYOCMLN.NS,0.67,-5.55,4.37,13.73,-3.7,11.96
GARUDA.NS,2.28,-7.96,4.36,4.97,-2.0800000000000005,7.11
QFIL.NS,3.8,6.75,4.34,-23.79,-0.54,11.88
CHOLAHLDNG.NS,-0.7,-3.86,4.34,4.72,-5.04,10.44
ARCHIES.NS,2.95,-6.13,4.33,2.64,-1.38,8.65
ORIENTCER.NS,3.61,1.89,4.31,13.4,-0.6999999999999997,7.87
CHAMBLFERT.NS,6.53,7.51,4.29,11.03,2.24,14.16
MAANALU.NS,1.07,-2.67,4.29,5.81,-3.2199999999999998,8.79
BANARBEADS.NS,0.46,0.22,4.28,-3.5,-3.8200000000000003,9.2
TRIDHYA.NS,1.16,-0.39,4.26,-25.03,-3.0999999999999996,6.2
ENERGYDEV.NS,0.74,1.65,4.26,11.05,-3.5199999999999996,11.81
FILATFASH.NS,-1.04,-6.37,4.26,11.18,-5.3,5.92
SHREECEM.NS,2.93,3.5,4.24,1.84,-1.31,18.12
KOTAKBANK.NS,0.38,5.04,4.24,-3.35,-3.8600000000000003,18.68
FABTECH.NS,3.57,-1.57,4.22,9.78,-0.6499999999999999,7.7
DLF.NS,0.76,-0.85,4.2,3.26,-3.4400000000000004,12.96
KPIGREEN.NS,-0.55,-8.04,4.19,20.18,-4.74,7.99
SIGIND.NS,2.76,-1.34,4.18,18.91,-1.42,9.27
JKPAPER.NS,-0.65,3.46,4.16,20.3,-4.8100000000000005,10.05
BIGBLOC.NS,-5.3,4.75,4.14,8.33,-9.44,6.58
TBOTEK.NS,2.8,-2.43,4.12,-0.51,-1.3200000000000003,11.23
MAXHEALTH.NS,-8.6,-0.48,4.11,-2.75,-12.71,16.32
DREAMFOLKS.NS,4.36,-1.21,4.1,2.31,0.2600000000000007,8.11
RPPL.NS,0.99,1.71,4.1,1.18,-3.1099999999999994,10.06
AKASH.NS,-0.14,4.02,4.09,14.26,-4.2299999999999995,6.23
ASIANHOTNR.NS,3.19,9.63,4.08,11.45,-0.8900000000000001,8.4
GULFOILLUB.NS,2.08,-6.44,4.07,-7.75,-1.9900000000000002,12.76
EMKAY.NS,0.78,-2.21,4.02,0.89,-3.2399999999999993,6.89
GLOBAL.NS,2.32,-5.44,4.01,7.74,-1.69,7.76
RULKA.NS,0.98,-14.82,4.0,8.63,-3.02,5.95
MAHKTECH.NS,-1.29,0.3,3.99,1.64,-5.28,14.64
ITI.NS,4.29,1.54,3.98,17.2,0.31000000000000005,9.41
ELM250.NS,0.12,1.28,3.98,5.26,-3.86,19.05
AJANTPHARM.NS,-6.25,-0.71,3.98,8.94,-10.23,14.39
PATELENG.NS,6.49,-2.69,3.97,4.09,2.52,9.0
AMBUJACEM.NS,5.75,4.7,3.97,-4.97,1.7799999999999998,12.3
ESTER.NS,-4.09,-4.1,3.97,2.37,-8.06,8.16
SHALPAINTS.NS,4.74,0.98,3.94,0.75,0.8000000000000003,7.05
BAHETI.NS,-2.63,-2.06,3.93,7.43,-6.5600000000000005,11.45
SJVN.NS,1.57,-3.85,3.9,8.25,-2.33,9.3
HEADSUP.NS,0.35,-4.32,3.9,-2.79,-3.55,8.16
MONTECARLO.NS,-2.27,-2.71,3.9,4.03,-6.17,10.87
INCREDIBLE.NS,4.87,6.32,3.89,8.9,0.98,8.52
SHAHALLOYS.NS,1.86,3.65,3.89,13.71,-2.0300000000000002,8.56
AMIABLE.NS,11.16,2.33,3.86,6.35,7.300000000000001,6.97
KECL.NS,9.48,-4.91,3.84,43.06,5.640000000000001,7.16
UGROCAP.NS,-1.42,-10.04,3.83,-9.29,-5.25,7.12
NATIONALUM.NS,6.5,8.95,3.82,34.94,2.68,8.53
GFLLIMITED.NS,2.8,0.32,3.8,9.05,-1.0,10.23
TATASTEEL.NS,2.64,1.41,3.75,9.18,-1.1099999999999999,12.22
AFFLE.NS,1.24,4.82,3.75,12.33,-2.51,10.82
BORANA.NS,1.03,-2.92,3.74,-11.17,-2.71,8.25
RAJRATAN.NS,1.56,-4.22,3.73,8.36,-2.17,7.23
TATAPOWER.NS,1.91,-2.23,3.69,19.24,-1.78,14.88
HISARMETAL.NS,1.68,0.53,3.69,-4.85,-2.01,8.9
HMAAGRO.NS,-2.89,-2.29,3.69,-6.3,-6.58,9.01
MMFL.NS,0.67,-5.28,3.68,6.3,-3.0100000000000002,7.5
NIRAJ.NS,-2.77,-5.96,3.67,-0.87,-6.4399999999999995,5.88
NARMADA.NS,4.71,0.87,3.65,20.9,1.06,9.58
MASTEK.NS,-0.24,-1.85,3.63,10.74,-3.87,9.0
NHPC.NS,0.43,-1.85,3.61,13.24,-3.1799999999999997,14.63
MSTCLTD.NS,3.57,0.07,3.6,2.97,-0.03000000000000025,9.33
LTF.NS,2.18,-3.55,3.57,1.75,-1.3899999999999997,10.14
ICICIGI.NS,2.61,4.06,3.56,3.37,-0.9500000000000002,18.18
CONSUMER.NS,1.24,0.86,3.56,4.93,-2.3200000000000003,16.18
PRATHAM.NS,1.81,-0.78,3.54,11.26,-1.73,7.52
ACCENTMIC.NS,6.61,1.96,3.53,46.91,3.0800000000000005,7.23
CASTROLIND.NS,0.62,1.4,3.53,8.49,-2.9099999999999997,27.01
SUNCLAY.NS,-1.92,-8.32,3.53,4.92,-5.449999999999999,8.45
AFCONS.NS,3.06,-3.75,3.52,9.82,-0.45999999999999996,9.57
DHAMPURSUG.NS,-0.21,-6.04,3.51,36.03,-3.7199999999999998,8.26
MCLOUD.NS,5.95,-0.6,3.47,15.93,2.48,7.1
AONETOTAL.NS,0.61,0.91,3.47,5.17,-2.8600000000000003,20.41
ANDHRSUGAR.NS,-5.11,-14.82,3.46,28.79,-8.57,10.38
BIL.NS,4.39,0.95,3.45,-2.96,0.9399999999999995,7.38
ANTHEM.NS,-3.99,0.24,3.45,15.45,-7.44,10.94
NIITLTD.NS,3.43,-6.23,3.44,0.98,-0.009999999999999787,6.92
PARAGMILK.NS,-0.07,-1.55,3.43,19.43,-3.5,7.47
MADRASFERT.NS,2.67,-0.13,3.42,5.56,-0.75,7.58
PDSL.NS,0.68,5.87,3.41,2.74,-2.73,7.96
SHARDAMOTR.NS,-5.54,-4.98,3.41,-5.61,-8.95,9.0
DCW.NS,2.23,-4.06,3.4,5.21,-1.17,6.07
HGS.NS,2.17,0.24,3.4,15.59,-1.23,10.68
VESUVIUS.NS,-1.93,-8.04,3.4,0.09,-5.33,8.84
EXCELINDUS.NS,0.21,0.39,3.38,8.55,-3.17,9.34
KOTHARIPET.NS,-1.46,-3.41,3.38,14.38,-4.84,7.89
SUPERHOUSE.NS,2.04,1.73,3.36,4.41,-1.3199999999999998,8.78
RUCHINFRA.NS,-2.59,0.17,3.36,12.08,-5.949999999999999,5.51
HPAL.NS,5.05,-2.99,3.34,5.92,1.71,6.65
MOL.NS,1.18,-12.99,3.34,4.25,-2.16,5.87
ARVSMART.NS,-0.11,-2.87,3.33,21.58,-3.44,8.69
JSWCEMENT.NS,7.0,6.22,3.32,9.06,3.68,9.68
SERVICE.NS,1.91,-0.44,3.32,9.52,-1.41,4.83
GAEL.NS,-3.74,4.27,3.32,18.28,-7.0600000000000005,9.08
TFL.NS,5.89,4.91,3.31,3.97,2.5799999999999996,4.7
BAJFINANCE.NS,-0.17,-3.37,3.3,-3.25,-3.4699999999999998,10.51
MUKKA.NS,1.23,-3.59,3.29,5.98,-2.06,8.42
PICCADIL.NS,-0.87,-4.02,3.26,8.07,-4.13,8.06
MUTHOOTCAP.NS,-2.23,-7.49,3.24,-7.1,-5.470000000000001,7.5
RELCHEMQ.NS,-0.09,6.03,3.23,5.23,-3.32,8.55
ISGEC.NS,-3.65,-2.32,3.23,24.13,-6.88,6.71
UNIENTER.NS,-2.9,1.05,3.2,5.38,-6.1,8.01
KOHINOOR.NS,0.47,-1.69,3.16,9.24,-2.6900000000000004,7.6
EIEL.NS,8.29,-0.82,3.15,36.57,5.139999999999999,5.53
ORIENTTECH.NS,3.69,0.99,3.14,-0.83,0.5499999999999998,4.67
NDGL.NS,1.52,-7.21,3.12,8.48,-1.6,6.66
AGARWALFT.NS,1.13,-5.89,3.12,32.93,-1.9900000000000002,6.21
ABFRL.NS,1.38,-1.53,3.11,-0.98,-1.73,7.4
TTML.NS,1.19,0.86,3.11,8.21,-1.92,6.08
CGCL.NS,1.08,-3.62,3.11,20.48,-2.03,9.02
CNL.NS,-3.19,4.05,3.1,3.48,-6.29,8.15
LT.NS,3.42,3.77,3.08,2.05,0.33999999999999986,9.8
SILLYMONKS.NS,7.73,3.23,3.07,-0.74,4.66,6.96
HINDUNILVR.NS,-1.53,-3.44,3.07,-0.88,-4.6,13.41
MAWANASUG.NS,-3.43,-13.9,3.07,37.06,-6.5,7.06
SURAJEST.NS,3.19,-3.8,3.06,12.38,0.1299999999999999,6.63
WHIRLPOOL.NS,-1.78,-10.85,3.06,-0.09,-4.84,8.29
TPLPLASTEH.NS,9.52,5.87,3.04,6.42,6.4799999999999995,6.2
PALASHSECU.NS,0.64,0.35,3.04,11.44,-2.4,9.59
IRCON.NS,-2.03,-10.7,3.04,0.33,-5.07,6.48
TMB.NS,-3.0,-8.68,3.04,4.27,-6.04,6.91
DHARMAJ.NS,6.11,3.28,3.03,28.69,3.0800000000000005,7.89
MOREALTY.NS,1.12,-2.84,3.03,4.13,-1.9099999999999997,10.34
STUDDS.NS,5.99,-2.61,3.02,-4.11,2.97,11.45
LICI.NS,2.6,4.64,3.0,0.08,-0.3999999999999999,10.51
KEYFINSERV.NS,1.85,-4.9,3.0,3.97,-1.15,5.67
PGHH.NS,4.04,3.4,2.99,-6.4,1.0499999999999998,14.07
JAGRAN.NS,2.49,7.68,2.98,17.35,-0.48999999999999977,17.08
ORIENTCEM.NS,5.49,2.16,2.96,-3.34,2.5300000000000002,8.57
INDIGO.NS,6.05,2.89,2.95,0.2,3.0999999999999996,7.38
BALAXI.NS,0.9,-7.62,2.95,32.64,-2.0500000000000003,4.86
TVTODAY.NS,3.82,-0.99,2.93,-2.44,0.8899999999999997,8.98
INVENTURE.NS,-0.01,-1.28,2.91,-5.36,-2.92,6.6
DYNAMIC.NS,24.02,4.17,2.9,23.0,21.12,4.5
ZUARI.NS,3.89,-7.23,2.88,6.38,1.0100000000000002,5.7
PTL.NS,-0.15,-1.02,2.87,9.92,-3.02,13.55
METROBRAND.NS,-0.13,4.75,2.83,7.5,-2.96,8.17
K2INFRA.NS,-2.6,-0.02,2.83,10.73,-5.43,4.06
GMRAIRPORT.NS,2.46,0.35,2.8,2.31,-0.33999999999999986,7.81
NTPC.NS,0.4,2.62,2.8,10.63,-2.4,13.09
CELEBRITY.NS,-0.01,-2.5,2.78,4.59,-2.7899999999999996,4.66
MSUMI.NS,-1.09,-3.66,2.76,-3.19,-3.8499999999999996,8.52
SUPERSPIN.NS,-1.62,-7.66,2.76,-18.72,-4.38,4.95
ADVANIHOTR.NS,0.3,-0.52,2.74,4.64,-2.4400000000000004,8.32
MGL.NS,1.5,-3.77,2.73,-1.66,-1.23,7.92
KARNIKA.NS,6.5,2.68,2.72,0.11,3.78,4.88
NEPHROCARE.NS,0.59,-1.42,2.67,23.78,-2.08,3.66
ALEMBICLTD.NS,-1.2,-4.73,2.66,0.21,-3.8600000000000003,8.02
MASFIN.NS,0.78,-6.39,2.61,-0.81,-1.8299999999999998,7.87
MSCIINDIA.NS,0.35,0.95,2.61,3.2,-2.26,11.61
CONS.NS,-1.04,0.57,2.61,-89.55,-3.65,1.98
RSYSTEMS.NS,-4.11,-6.25,2.58,-1.78,-6.69,4.81
TIPSFILMS.NS,-6.85,-4.62,2.58,-3.34,-9.43,4.34
M&MFIN.NS,-2.25,-5.11,2.54,-10.99,-4.79,5.93
CPEDU.NS,6.13,-6.82,2.52,-4.92,3.61,4.77
DIGJAMLMTD.NS,-2.43,3.56,2.52,9.49,-4.95,4.98
KHADIM.NS,-5.06,-7.46,2.51,-19.64,-7.569999999999999,4.31
MDL.NS,2.92,14.67,2.49,12.86,0.4299999999999997,2.71
TSFINV.NS,-1.23,-1.27,2.49,6.82,-3.72,5.93
TTKHLTCARE.NS,-0.15,-3.3,2.43,3.57,-2.58,9.4
WCIL.NS,0.71,-5.94,2.42,-6.86,-1.71,5.68
RELIANCE.NS,-1.71,-4.41,2.41,0.52,-4.12,10.32
LAXMIINDIA.NS,-4.3,-10.04,2.41,28.11,-6.71,3.87
BFINVEST.NS,0.88,-6.57,2.4,8.45,-1.52,6.23
GILLANDERS.NS,1.83,-15.67,2.39,6.36,-0.56,5.47
DYNAMATECH.NS,1.11,-12.32,2.38,14.31,-1.2699999999999998,4.57
GANESHCP.NS,1.09,-3.75,2.38,22.43,-1.2899999999999998,4.89
AUBANK.NS,2.11,-0.12,2.37,6.64,-0.26000000000000023,7.49
VAKRANGEE.NS,3.5,1.16,2.36,5.08,1.1400000000000001,4.76
JBMA.NS,-1.47,5.46,2.32,22.46,-3.79,4.45
ADL.NS,-4.44,3.08,2.29,8.11,-6.73,3.94
FINEORG.NS,0.75,2.18,2.27,2.09,-1.52,6.67
STERTOOLS.NS,-1.12,-7.26,2.27,8.86,-3.39,3.98
OLAELEC.NS,5.07,14.72,2.26,65.99,2.8100000000000005,3.26
MOTOUR.NS,0.69,-0.99,2.24,-2.69,-1.5500000000000003,8.17
KROSS.NS,-0.99,-0.37,2.23,2.14,-3.2199999999999998,3.99
ICICIAMC.NS,8.42,6.23,2.22,16.04,6.199999999999999,5.95
PARKHOTELS.NS,0.16,-8.11,2.21,0.85,-2.05,5.81
CHEVIOT.NS,-11.34,-13.36,2.21,8.46,-13.55,6.99
MACPOWER.NS,-9.98,-9.64,2.2,22.66,-12.18,4.47
